	Stk_601899	Stk_601857	Stk_601766	Stk_601699	Stk_601628	Stk_601601	Stk_601398	Stk_601328	Stk_601169	Stk_601166	Stk_601088	Stk_601006	Stk_600887	Stk_600837	Stk_600585	Stk_600549	Stk_600519	Stk_600518	Stk_600489	Stk_600383	Stk_600362	Stk_600256	Stk_600111	Stk_600050	Stk_600048	Stk_600036	Stk_600031	Stk_600030	Stk_600028	Stk_600018	Stk_600016	Stk_600015	Stk_600000
2010/3/22	8.452582	13.376591	5.614009	75.16058	28.896905	26.171877	5.192389	8.645868	16.853316	37.184454	29.184334	10.026717	300.063126	326.485247	50.553461	123.237591	743.626071	220.425028	146.891961	94.279321	47.952456	195.734708	111.786588	9.298633	109.465872	52.783181	282.083325	82.128903	17.558105	5.88381	82.872768	20.950921	90.955288
2010/3/23	8.411748	13.334952	5.523461	76.497019	28.680796	25.759397	5.171065	8.550158	16.486274	36.853742	29.041423	9.887457	304.25338	320.967722	51.044736	121.152474	740.237395	215.665019	146.324926	92.045855	47.68054	198.370399	112.248516	9.212268	107.340321	52.446339	282.34581	80.9293	17.512774	5.800351	81.555585	20.8802	90.095288
2010/3/24	8.360706	13.293313	5.543583	75.969973	28.536723	25.821269	5.203051	8.571427	16.414905	36.895081	28.878097	10.058854	304.764387	321.72876	52.566493	120.002065	749.038539	217.861946	145.220699	92.45194	47.150303	205.583868	111.828581	9.169085	107.287182	52.446339	281.470862	80.841524	17.482553	5.779487	81.66535	20.7918	90.218145
2010/3/25	8.299455	13.168395	5.442973	75.047641	28.197123	25.542845	5.192389	8.496985	16.129429	36.0683	28.47999	9.876745	307.421622	313.167084	51.967376	117.054141	743.155422	215.848096	142.863027	90.556878	46.225787	203.294979	108.721065	8.996355	105.267909	51.97476	280.070944	79.26156	17.346561	5.706461	80.457932	20.455878	88.498144
2010/3/26	8.319872	13.293313	5.583826	76.384081	28.402941	26.264685	5.224375	8.60333	16.578035	36.64963025	28.745395	9.99458	310.078857	315.830717	52.854069	118.707855	751.438851	220.791182	143.997097	93.264109	46.647257	203.919221	110.820738	9.01075	107.340321	53.018971	288.120469	80.197835	17.814979	5.810784	82.104411	21.658125	91.16005
2010/3/29	8.524041	13.45987	5.704558	80.186344	29.473197	27.399006	5.341657	8.83729	17.271335	38.393621	29.653896	10.251675	319.787984	324.772912	53.656885	122.518585	761.134229	224.26965	146.891961	96.242063	48.224372	209.398683	113.676293	9.154691	110.688063	54.905287	293.895127	82.977402	18.132294	5.88381	85.287603	22.648211	94.108623
2010/3/30	8.432165	13.44946	5.664314	80.882798	29.565815	27.842423	5.352319	8.847924	17.250944	38.517638	29.939717	10.187401	330.314721	324.202133	53.405256	129.780544	753.086124	223.354264	147.399308	95.9374995	48.917759	210.716529	118.463548	9.125903	110.634925	55.376866	296.782457	82.714075	18.056743	5.88381	85.616899	22.59517	93.699099
2010/3/31	8.370914	13.366181	5.593887	78.774612	29.308542	27.842423	5.309671	8.805386	17.047032	38.155921	29.500778	10.283812	330.21252	321.538501	52.91398	127.983029	747.203006	223.171187	145.728047	95.632936	48.469097	221.398012	117.833646	9.039538	109.944121	54.837919	296.694962	83.152954	17.724317	5.831648	84.409481	22.665891	93.289575
2010/4/1	8.452582	13.43905	5.664314	79.43342	29.740761	28.306463	5.352319	8.933001	17.108206	38.290273	29.837638	10.498058	342.681083	322.680058	54.160143	133.08797	753.321449	225.368114	147.399308	98.340167	49.747104	219.733365	118.631521	9.125903	113.345002	55.174761	300.28225	84.235522	17.90564	5.852513	85.068073	22.630531	93.576242
2010/4/2	8.615917	13.511919	5.704558	82.445114	29.802506	28.275527	5.341657	8.933001	17.18977	38.021569	30.154082	10.508771	339.104036	319.065128	54.136178	132.944169	718.352198	223.720418	151.428243	98.272486	51.106686	212.797337	119.387404	9.111509	113.929529	54.871603	311.481588	84.29404	18.132294	5.894242	85.177838	22.48909	93.821957
2010/4/6	8.626125	13.511919	5.634131	85.626215	29.565815	27.749615	5.330995	8.996808	17.230553	38.259269	30.480734	10.498058	334.402775	319.445647	53.249486	135.244987	714.634067	225.185036	151.189491	95.023809	51.74569	214.392623	121.025149	9.08272	109.837843	55.174761	314.543907	84.586626	17.90564	5.894242	85.397369	22.984133	94.149576
2010/4/7	8.646542	13.43905	5.583826	85.626215	29.84367	27.832111	5.320333	8.922366	16.93488	37.938891	30.143874	10.540908	339.001835	315.259938	53.177592	136.251596	715.99895	232.7827425	150.264328	93.196428	51.188261	215.641108	121.319103	9.039538	107.074627	54.77055	308.681753	83.065178	17.724317	5.862945	84.299716	22.61285	93.289575
2010/4/8	8.564875	13.282903	5.614009	82.068652	29.143887	27.182454	5.309671	8.752214	16.608621	36.93642	29.49057	10.294525	346.666935	309.932673	53.333362	138.121011	708.37443	240.380449	149.130258	91.166005	49.665529	219.525284	123.544756	8.938779	103.780023	53.625287	302.119641	81.7778	17.361671	5.789919	82.982533	21.976367	92.470527
2010/4/9	8.585291	13.334952	5.583826	82.426291	29.473197	27.553686	5.299009	8.784117	16.730969	37.484162	29.796806	10.337374	354.229834	311.454749	53.620938	139.487122	701.926533	245.506613	149.518229	92.113536	50.712407	219.247843	126.232338	9.01075	104.151994	54.029497	303.607053	82.567782	17.497664	5.831648	83.311829	22.117808	93.944814
2010/4/12	8.840502	13.282903	5.603948	80.732213	28.917487	27.151518	5.245699	8.635234	16.394514	35.758241	29.541609	10.240963	364.654371	307.269041	51.512047	143.585455	693.219519	252.097394	155.307957	87.578924	50.426895	218.41552	128.877925	8.924385	99.688337	53.49055	292.6702	81.543731	17.119907	5.769054	81.884881	21.552044	91.856241
2010/4/13	8.779252	13.584787	5.704558	82.614522	30.131816	29.100488	5.320333	8.816021	16.618817	36.597144	30.3072	10.615894	364.960975	315.069679	51.4761	142.219344	705.409339	244.774304	155.755617	89.270943	50.440491	216.334711	126.736259	9.039538	100.697974	54.36634	295.820013	84.235522	17.512774	5.831648	84.299716	22.48909	94.313385
2010/4/14	9.034462	13.501509	5.674375	83.310976	29.977452	28.997368	5.277685	8.816021	16.455688	36.513254	30.194914	10.562332	364.858773	312.976825	51.380242	144.016858	708.421495	250.266622	168.409455	88.526455	51.74569	220.565688	125.980377	8.981961	99.847754	54.36634	300.019765	83.913678	17.437223	5.800351	84.409481	22.39146509	93.699099
2010/4/15	8.993629	13.772164	5.573765	84.666238	30.028907	29.048928	5.277685	8.784117	16.476079	36.576172	30.368448	10.55162	355.660653	315.069679	50.924913	140.925133	694.113753	243.492763	169.513681	86.699074	51.337815	221.952894	128.6679585	8.953173	98.519284	54.197919	292.232725	84.674402	17.709207	5.758622	84.629012	22.29384017	93.248623
2010/4/16	8.840502	13.574377	5.473156	82.294529	29.576106	28.584887	5.224375	8.688406	16.078451	35.433166	29.847846	10.337374	355.558452	308.030078	50.158044	140.349929	696.467	246.055845	168.558675	85.886904	50.127787	221.398012	131.35554	8.852414	99.103811	52.85055	289.432891	84.22936321	17.361671	5.758622	82.653237	22.19621526	90.341002
2010/4/19	8.483207	13.001838	5.251815	76.44055	28.27945	26.604982	4.968488	8.135411	14.78361	32.591382	28.316664	9.951731	347.280143	284.057386	47.042637	132.944169	687.901181	248.252772	169.752433	78.577381	47.367836	219.455924	132.783317	8.406194	89.910803	49.482127	266.94672	82.89424684	16.455057	5.497815	77.713801	21.90334052	84.198142
2010/4/20	8.636334	12.92897	5.251815	75.480572	28.402941	27.192766	4.915178	8.1673145	14.294222	31.804911	28.224793	9.887457	364.654371	271.88078	46.994708	142.578846	675.476036	263.08203	178.078897	75.93783	47.979648	229.790605	146.05325	8.247859	90.096789	48.774758	264.58436	82.44920805	16.107521	5.445654	77.823566	21.80571561	84.116237
2010/4/21	8.718001	13.074707	5.352425	78.45462	28.670505	28.151783	4.957826	8.199218	14.498134	32.234849	28.76581	9.99458	377.225135	274.544412	47.689683	151.135015	696.65526	264.546649	178.974216	77.900573	48.645843	241.096331	153.360112	8.420589	90.282775	49.381074	267.909163	82.00416926	16.228403	5.51868	78.482158	21.7080907	85.426714
2010/4/22	8.666959	12.845691	5.241754	78.906374	27.950141	27.728991	4.883192	7.795106	13.957767	30.913576	28.163545	9.833895	375.896518	266.934033	47.078584	156.599459	699.196767	260.885103	181.898924	76.682319	48.414714	239.015523	160.666974	8.247859	89.060583	47.764232	265.984277	81.55913047	15.895978	5.424789	76.396618	21.61046578	82.682903
2010/4/23	8.46279	12.752003	5.251815	79.602828	27.919268	27.811487	4.851206	7.646223	14.008745	30.945035	28.09209	9.833895	365.063176	264.65092	47.078584	153.867237	676.935049	263.631262	173.602304	79.051146	47.993243	252.748858	159.53315	8.060734	89.591971	47.730547	264.146886	81.11409168	15.608883	5.393492	75.957557	21.51284087	83.501951
2010/4/26	8.391331	12.699954	5.281998	78.341681	27.507631	26.64623	4.829882	7.582416	13.845616	30.651419	27.959388	9.941018	350.448385	259.323655	46.371627	152.788729	644.46024	270.771276	173.094956	79.254188	47.734923	261.1344963	161.506843	8.334224	89.219999	47.326337	263.184443	79.77897532	15.472891	5.362195	75.298965	21.21996613	83.788618
2010/4/27	8.279039	12.40848	5.342364	75.273519	27.198903	25.718149	4.755248	7.433533	13.447988	30.25294	27.122341	9.726772	333.993969	249.239903	44.801941	154.945746	625.728393	269.672812	169.453993	82.096781	46.647257	263.929709	168.771711	8.578925	88.194415	46.484231	248.222827	79.33393653	15.095135	5.257872	73.981782	21.12234122	82.355284
2010/4/28	8.370914	12.481349	5.422851	76.13938	26.859303	25.202549	4.776572	7.444167	13.753855	30.127105	26.877352	9.748197	339.717244	249.049643	43.891284	154.15484	621.869068	264.363571	178.078897	82.435185	45.967466	265.734974	170.157496	8.463771	86.526436	46.551599	252.247589	78.88889774	15.155576	5.184846	73.762252	21.0247163	82.5190935
2010/4/29	8.227996	12.439709	5.392668	75.254695	26.900467	25.336605	4.787234	7.454802	14.100506	30.137591	26.74465	9.726772	340.228251	245.624973	44.166878	141.931741	631.846836	248.252772	174.258871	82.773589	45.342059	242.356795	153.150145	8.334224	86.109441	47.258968	247.172889	78.44385895	15.049804	5.195279	75.1892	20.92709139	82.682903
2010/4/30	8.176954	12.595856	5.352425	74.539418	27.342976	26.120317	4.840544	7.571781	14.375787	31.322542	27.071302	9.737485	338.899634	255.518465	44.514365	139.055718	607.278936	242.760454	172.706985	82.232143	46.008254	255.174175	149.664688	8.478165	85.831444	48.06739	244.28556	77.99882016	15.231127	5.268305	77.055209	20.82946648	84.320999
2010/5/4	8.309664	12.460529	5.382607	74.67118	27.003376	26.006885	4.787234	7.412264	13.957767	30.389262	26.611947	9.876745	339.308439	248.859384	42.824856	143.154051	605.443404	254.477399	179.242812	79.13232	45.505208	257.340493	155.459785	8.478165	79.368024	46.821073	240.873261	76.218665	15.049804	5.226576	75.738026	20.43896683	82.682903
2010/5/5	8.289247	12.40848	5.422851	75.612334	26.776976	26.43999	4.797896	7.49734	14.355395	30.850659	26.346542	10.016005	346.155929	251.713276	42.153846	145.52677	615.562366	265.278958	182.943462	79.623825	43.982477	260.951022	161.254882	8.363012	79.437523	46.989494	240.435787	70.337685	14.928922	5.257872	77.055209	20.34134191	83.174332
2010/5/6	8.034036	11.773482	5.362486	68.214861	25.634683	24.924124	4.691276	7.167667	13.631508	28.900209	24.805152	9.619649	339.206238	235.92174	40.859754	143.297852	599.372026	259.420485	181.809392	74.094393	41.72557	263.11734	164.950307	7.959975	74.086089	44.833704	224.686718	64.720033	14.097858	5.059659	73.652486	20.243717	77.973376
2010/5/7	8.340289	11.492418	5.211571	62.906751	25.521483	24.356964	4.680614	7.178461	13.672291	28.176655	24.131432	9.308993	331.132332	228.501621	39.302051	137.905309	611.891301	255.942017	190.374608	73.971516	40.189243	264.742078	160.708967	7.70088	73.738593	45.002125	216.112225	64.485964	13.614331	4.903175	72.993895	18.758588	75.966709
2010/5/10	8.258622	11.534057	5.292059	64.280837	26.036029	25.377853	4.723262	7.264819	14.049528	28.86875	24.641826	9.15902	322.751822	229.262659	40.476319	130.140046	628.505225	247.154308	182.227207	76.674794	41.616804	247.592063	156.4571293	7.888004	76.101564	45.776862	224.949203	64.339671	13.750323	4.8640535	74.859904	18.917709	77.727662
2010/5/11	8.391331	11.429959	5.181388	64.186721	25.027519	24.872564	4.723262	7.113693	13.356227	27.872553	24.264135	9.009048	314.371313	221.271761	39.110333	131.290456	629.070004	238.732754	183.331434	74.708774	40.896225	230.351784	155.03985	7.772851	74.086089	44.901072	227.049079	61.296777	13.538779	4.851013	73.10366	18.440346	76.785757
2010/5/12	8.432165	11.565286	5.020413	63.226744	25.59352	25.749085	4.861868	7.307998	13.733464	28.816319	24.376421	9.29828	309.772253	222.984096	39.326015	124.244199	626.810887	246.6050765	177.72077	76.429042	40.923417	214.014138	140.132172	7.8880045	76.727056	45.978968	226.786594	61.472328	13.629441	4.840581	74.859904	19.536513	78.587663
2010/5/13	8.46279	11.679794	5.09084	66.746661	26.355048	26.336869	4.883192	7.523891	14.161679	29.613277	25.019518	9.458965	322.956225	226.979545	40.27262	133.591274	634.764862	254.477399	179.451719	76.674794	42.133445	226.560728	154.157988	8.003158	77.074552	47.326337	248.572806	63.227844	14.052528	4.913607	75.40873	19.536513	80.717188
2010/5/14	8.340289	11.606925	5.09084	66.276084	26.118357	25.965637	4.829882	7.415944	14.059723	29.277715	24.968478	9.458965	326.022265	222.413318	40.416408	136.970601	635.141382	262.349721	179.392031	75.077403	41.671187	239.197582	162.850634	7.974369	75.754068	46.753705	245.073013	62.0575	13.901425	4.88231	74.750139	19.306671	79.447663
2010/5/17	8.125912	11.169714	4.909743	61.513843	24.667337	24.6457	4.680614	7.22164	13.478574	27.977416	23.80478	9.116171	309.976655	202.055555	37.888135	126.760719	610.902937	249.168158	182.316739	68.810713	39.06079	228.997836	160.540993	7.643304	70.194137	44.934757	228.798975	57.112796	13.266795	4.611071	72.554834	18.599467	76.417185
2010/5/18	7.737992	11.336271	4.929865	62.6526395	25.356829	24.975684	4.680614	7.415944	13.916985	29.393065	24.468292	9.148308	316.721944	209.475674	39.062404	129.34914	612.36195	256.125094	180.5857895	75.691784	39.754177	238.114423	157.769425	7.600121	75.754068	46.383178	245.597982	58.722019	13.327236	4.631935	74.201313	19.324352	79.242901
2010/5/19	7.55424	11.315451	4.939926	63.791436	25.418574	24.202284	4.680614	7.340382	13.682486	29.183339	24.396837	9.169733	330.008117	206.716912	39.841256	130.283848	611.044132	252.463549	178.85484	76.060413	39.278323	240.732057	159.239196	7.470574	74.433585	45.945283	245.772972	57.902778	13.387677	4.621503	73.762252	19.11219	78.874329
2010/5/20	7.278612	11.2998365	4.859438	63.396152	24.69821	22.964843	4.701938	7.254024	13.356227	28.323463	24.315174	9.073322	330.723527	203.95815	41.207242	126.257415	618.809847	242.211222	168.290079	75.691784	38.326616	233.149945	152.016321	7.312238	73.1826	45.642125	250.1914605	57.405382	13.236575	4.579774	73.10366	18.917705	77.440995
2010/5/21	7.329654	11.284222	4.929865	64.224367	24.718791	22.944219	4.755248	7.297203	13.549943	28.512216	24.539747	9.180445	337.571016	206.051004	41.782393	129.061538	631.658576	246.421999	164.708804	81.466969	38.612128	245.877061	158.357334	7.254661	77.561046	46.046336	254.609949	57.902778	13.281905	4.51718	73.432956	19.687299	78.751472
2010/5/24	7.55424	11.554876	5.09084	68.967785	25.542065	23.645435	4.851206	7.513096	14.029136	29.424523	25.427833	9.373266	324.923601	218.22761	42.633139	137.977209	639.942006	260.244302	171.304319	87.119277	40.474755	267.720765	163.354555	7.470574	84.441462	47.225284	260.122124	61.413811	13.704992	4.694529	75.298965	20.009455	80.840045
2010/5/25	7.513406	11.294631	5.030474	66.746661	24.687919	22.449242	4.797896	7.232435	13.74366	29.23575167	24.580579	9.105459	320.707796	212.139307	41.339047	142.003642	617.727353	263.547826	172.378701	85.767638	39.822156	268.894187	171.711254	7.240267	81.036003	46.113705	249.797734	60.097174	13.327236	4.736258	72.88413	19.472529	78.382901
2010/5/26	7.472572	11.252992	4.99023	66.125499	24.842283	22.38737	4.81922	7.146077	13.784442	29.04698033	24.509124	9.207226	304.662186	213.280864	41.950146	143.729256	620.974834	258.959598	173.661991	85.153257	39.618218	268.442871	170.241482	7.269055	81.314	45.945283	249.622744	60.272725	13.312126	4.684097	72.88413	19.562016	78.260043
2010/5/27	7.605282	11.3675	5.060657	67.932515	25.346538	22.851411	4.84054	7.361971	13.825224	28.858209	24.927647	9.308993	305.581998	215.183458	42.645121	152.501126	620.9183562	259.877244	179.481563	85.153257	41.059375	290.376838	183.049487	7.369814	81.522497	46.31581	252.685063	61.062708	13.417897	4.715393	73.762252	19.705197	79.079091
2010/5/28	7.503198	11.409139	5.040535	67.988984	25.449447	22.954531	4.796233	7.297203	13.702877	28.66943767	24.825568	9.244719	292.602428	212.139307	42.633139	155.089547	620.8618784	262.263122	181.063293	82.695732	40.88263	290.828154	183.301448	7.585727	79.507022	45.877915	247.610363	60.38976	13.387677	4.694529	73.323191	19.436733	78.341948
2010/5/31	7.247987	11.294631	5.010352	65.466691	24.81141	22.356434	4.718696	7.092104	13.254271	28.10312367	24.182472	9.105459	293.624441	202.436074	42.165828	144.448261	620.692445	264.098414	174.318558	79.13232	39.115173	287.217625	172.047106	7.369814	76.796556	44.56423	237.023489	57.932037	13.025031	4.590206	71.786477	18.864012	75.925756
2010/6/1	7.247987	11.305041	4.919804	65.03376	25.03781	22.067698	4.685466	6.994952	12.948403	27.91435233	23.825196	9.041185	295.464065	197.299068	41.207242	148.690396	624.222315	257.307836	177.27311	77.166299	38.924832	280.538145	177.428834	7.254661	74.503084	44.227388	230.723861	57.02502	12.858818	4.600638	70.688824	19.042987	75.434327
2010/6/2	7.22757	11.211353	4.909743	65.956091	24.852573	22.108946	4.663312	6.919389	12.928012	27.725581	24.019145	8.976911	299.041112	202.436074	41.099401	145.670571	631.423251	255.472545	175.422785	81.712721	38.693703	290.557364	172.047106	7.269055	76.727056	44.261072	239.21086	58.224623	12.813488	4.590206	70.469294	19.0787825	75.352423
2010/6/3	7.156111	11.190522	4.87956	64.78906	25.089265	22.23269	4.674389	6.930184	12.815861	27.357542	24.019145	8.944774	295.566267	196.72829	41.0454805	145.670571	635.517901	254.187841	174.55731	79.255196	38.775278	286.134466	168.473302	7.312238	74.503084	44.294756	234.923613	57.405382	12.677495	4.527612	69.481407	19.114578	74.533375
2010/6/4	7.084652	11.179985	4.859438	64.883175	24.945192	22.356434	4.674389	6.8978	12.775078	26.93374	24.100808	8.92335	282.177892	201.484777	40.99156	156.246356	650.060968	256.206661	171.244631	80.975464	38.612128	278.823143	168.767616	7.341026	75.823568	44.395809	236.586015	58.341657	12.692606	4.51718	68.603285	19.09668	74.410517
2010/6/7	6.992776	10.937629	4.970109	62.756167	24.512973	21.737714	4.563621	6.671112	12.244908	25.851929	23.549583	8.848363	287.083556	196.347771	39.793326	157.839968	663.898061	258.409011	169.901653	80.361082	37.374908	272.414453	172.005061	7.211478	73.877591	43.115808	231.24883	56.995762	12.390401	4.402425	66.62751	19.114578	72.24004
2010/6/8	7.125486	10.937629	4.960048	63.245567	24.060173	21.222113	4.541468	6.638727	11.979822	25.506196	23.396465	8.816227	297.3036895	199.011403	39.661521	156.029046	659.473956	259.693715	172.13995	81.09834	37.483675	284.690254	169.314197	7.225873	74.01659	42.17265	234.398644	57.317606	12.32996	4.329399	66.517745	18.720832	71.257182
2010/6/9	7.288821	11.169448	5.040535	65.805507	24.996646	22.12957	4.652235	6.887005	12.744492	26.900282	23.927274	8.976911	307.523823	206.621782	40.500284	155.739298	665.592399	265.933705	173.482928	85.890515	38.598532	288.300783	176.209536	7.384209	78.534034	43.890546	247.610363	59.277933	12.677495	4.402425	69.700937	19.723094	75.761947
2010/6/10	7.278609	11.20106	5.030474	64.544344	24.502682	21.500538	4.585775	6.893036071	12.214321	25.874235	23.651662	8.934062	306.910615	203.197112	40.739931	154.362997	665.262944	266.484292	171.931042	83.06436	38.054699	294.077631	176.545894	7.369814	76.796556	42.711598	251.985105	58.166106	12.496173	4.391993	67.615397	19.221963	73.550455
2010/6/11	7.257902	11.264283	5.030474	65.474992	24.636464	21.913018	4.619005	6.899067143	12.306081	25.952304	23.835404	8.934062	306.399608	203.197112	40.847772	153.8248944	652.8378	260.244302	170.588064	82.941484	38.870448	295.251053	176.251581	7.384209	77.700044	42.880019	251.460136	58.692761	12.601944	4.412857	67.944693	19.472529	74.194693
2010/6/17	7.216487	11.253746	4.901119143	64.660675	24.636464	21.737714	4.685466	6.935253571	12.367255	26.052678	23.814988	8.912637	305.479796	201.675036	41.938164	150.596279	642.342318	242.625506	170.140404	83.555866	37.77501343	282.614199	175.494775	7.341026	78.464535	43.250545	249.622744	58.59244529	12.632164	4.412857	68.054458	19.579914	74.355752
2010/6/18	7.133658	11.148374	4.87956	64.835172	24.69821	21.892394	4.619005	6.941284643	12.428428	26.06383	23.569999	8.998336	294.135448	197.869847	40.967595	143.497465	622.480912	224.272593	171.274475	83.801618	37.592441	267.991555	166.160841	7.254661	77.978041	43.317914	243.673096	58.575726	12.60154	4.28767	68.575843	19.955762	74.624185
2010/6/21	7.257902	11.369655	5.050596	67.161793	25.943411	23.501067	4.740849	6.959377857	12.989186	27.547138	24.641826	9.15902	302.72036	203.95815	43.69956	148.278299	632.74107	226.291414	172.498077	87.979411	38.666511	275.93472	168.431258	7.614515	82.008991	45.002125	256.272351	60.711604	12.907775	4.402425	70.139998	20.689562	77.738
2010/6/22	7.206133	11.338043	5.070718	67.821002	25.994866	23.511379	4.729773	6.965408929	12.907621	27.51368	24.458084	9.266143	303.231367	202.245814	43.530182	147.119309	622.151458	228.493763	171.155099	86.996401	38.462574	284.961044	165.740394	7.590903	82.217489	44.867388	253.647506	60.916415	13.014957	4.423289	70.139998	20.492689	77.791686
2010/6/23	7.123304	11.348581	5.030474	66.483195	26.025738	23.346387	4.696542	6.97144	12.662927	27.10103	24.008938	9.201869	307.728226	200.913998	42.852669	148.49561	619.845276	232.714933	168.588519	85.644762	37.837166	279.27446	166.875602	7.518193	80.966504	44.8168615	251.635125	61.033449	12.892463	4.339831	69.261876	20.367406	76.503211
2010/6/24	7.071536	11.338043	4.99023	66.638303	26.303589	23.717619	4.729773	7.050023	12.805665	27.134488	24.049769	9.051888	313.247098	199.962701	42.247747	146.250066	611.703041	229.961996	164.141769	85.276133	37.687612	275.573667	163.301798	7.576361	80.549509	44.766335	254.434818	61.194333	12.815904	4.350263	69.481407	20.295816	76.986389
2010/6/25	7.08189	11.285357	4.919804	65.707655	26.557526	24.398212	4.729773	7.094927	12.866839	27.089878	23.978314	9.051888	319.685782	196.347771	41.44925	144.801329	614.291613	225.373768	163.574734	84.293123	37.483675	273.317086	162.923396	7.736322	79.507022	45.103178	247.968373	59.305897	12.785281	4.402425	69.810702	20.546381	77.308508
2010/6/28	6.968	11.243208	4.929865	63.788192	26.684494	24.037292	4.718696	7.162284	12.999381	27.413306	23.631246	9.118528	312.63389	195.396474	40.916919	142.338475	602.478312	225.924355	164.947556	78.0264335	37.306929	274.219718	159.980263	7.881742	79.507022	45.541073	239.258467	57.687237	12.616852	4.371128	69.700937	20.510586	77.469567
2010/6/29	6.522793	10.842794	4.849377	61.248298	25.573522	23.037027	4.563621	6.814274	12.438624	25.874235	22.590042	8.885289	300.471931	182.458687	38.715003	134.008233	594.289013	222.253773	155.128894	75.937537	34.696532	247.862853	152.117896	7.634528	73.877591	43.890546	236.355165	54.00029	12.279994	4.225076	66.62751	19.830479	73.872574
2010/6/30	6.28466	10.800645	4.849377	60.647254	26.134298	23.480443	4.497161	6.746917	12.367255	25.684639	22.426716	9.074101	300.267528	176.046401	38.981169	131.835127	599.419091	225.373768	154.173887	74.463021	32.711542	251.473382	149.300898	7.750864	71.097626	43.823177	241.106023	52.606444	11.97376	3.974701	66.40798	19.90207	73.013591
2010/7/1	6.150062	10.737422	4.839316	58.146136	26.134298	23.459819	4.475007	6.623429	12.418233	25.3166	22.181727	9.085208	298.1213	176.046401	38.085884	132.052437	597.818883	222.253773	146.414458	74.340145	31.868601	247.862853	149.216808	7.619987	70.333135	43.856833	237.015006	51.302523	11.958448	4.047727	66.188449	19.579914	72.476726
2010/7/2	6.067233	10.884943	5.030474	57.137934	26.800882	23.954774	4.497161	6.657108	12.571167	25.628876	22.140895	9.251807	286.572549	177.795206	38.594019	125.533118	600.925169	217.114957	139.19222	77.780681	31.433531	242.086005	142.910096	7.619987	73.043602	44.199197	237.806816	52.111853	11.989072	4.072762	66.737275	19.669402	73.389396
2010/7/5	5.922282	10.89548	5.131084	56.129731	26.546945	24.017456	4.497161	6.600977	12.611949	25.350058	21.722366	9.351767	288.003368	174.297595	38.037491	122.201021	597.701206	213.444375	135.581101	78.05715275	30.47769	238.294949	137.990861	7.64907	74.989578	43.754124	243.61342	51.347486	11.897201	3.976555	66.40798	19.293553	72.637786
2010/7/6	6.015465	10.990315	5.110962	57.894086	26.737397	24.435332	4.585775	6.713238	12.877034	25.941151	22.099236	9.34066	291.273811	177.406583	38.400444	128.140846	606.205181	222.070244	138.744561	78.14931	31.365257	246.328378	148.796361	7.750864	76.101564	44.952398	252.455294	52.111853	12.096254	4.062073	67.395867	19.597811	74.248379
2010/7/7	6.036172	10.969241	5.131084	58.165525	26.695075	24.769634	4.563621	6.690786	12.815861	26.030372	22.308608	9.429513	296.281676	177.989518	38.908578	129.372273	604.87495	221.703185	135.521413	77.412052	31.54277	254.271543	149.637256	7.779948	75.823568	45.020871	256.282373	52.696369	12.111565	4.051383	67.286102	19.508324	73.872574
2010/7/8	6.077587	10.937629	5.090835	58.22369	26.441138	24.393545	4.574698	6.702012	12.938208	26.420716	22.256265	9.396193	298.530106	175.852089	39.610288	131.617816	609.625775	224.272593	136.685327	78.14931	33.19501	256.5281235	152.075851	7.663612	76.44906	45.22629	253.643008	52.06689	12.157501	4.14759	67.834928	19.830479	74.033634
2010/7/9	6.191477	11.095687	5.192247	63.613696	26.091975	24.017456	4.641159	6.870404	13.284858	27.736734	23.219377	9.418406	300.880736	180.126946	40.529769	134.587728	622.643033	227.576117	143.19131	80.11533	34.137197	258.784704	154.262178	7.852658	79.368024	46.664219	262.088977	53.280885	12.387176	4.211728	69.700937	20.224225	76.395838
2010/7/12	6.020642	11.08515	5.202388	64.07902	24.917519	22.617569	4.763003	7.016344	13.733464	28.09362	23.313595	9.385087	295.770669	182.652999	40.98951	136.253777	620.980245	228.126705	147.960297	82.818608	34.546843	257.069703	155.229207	7.910826	82.286988	47.622838	267.895581	54.270066	12.479047	4.211728	70.688825	20.886435	77.469567
2010/7/13	5.963697	10.916555	5.1314	62.527939	24.377904	22.638463	4.707619	6.926535	13.529552	27.636359	22.790164	9.140741	296.58828	177.600894	39.682878	132.776806	615.469289	226.658472	141.386678	79.500949	33.468108	253.9104895	152.201985	7.8672	78.742532	47.040819	263.804565	52.921183	12.234059	4.126211	70.139998	20.904332	76.073719
2010/7/14	5.963697	10.969241	5.364645	62.973875	24.15571	22.24148	4.707619	7.005118	13.702877	28.216299	22.978599	9.185168	291.784817	178.961076	41.110494	134.732602	618.747357	227.943176	141.709971	79.500949	34.519534	250.751276	153.379238	7.838116	78.603533	47.383183	270.402978	53.325848	12.433111	4.179659	70.579059	20.832742	77.362194
2010/7/15	5.715209	10.832257	5.273375	61.228909	23.658417	21.875838	4.630082	6.836726	13.315445	27.480222	22.685478	9.118528	286.572549	175.074842	40.457178	130.458826	626.301168	228.126705	138.961983	79.13232	34.041613	240.461267	147.99751	7.590903	78.04754	46.424564	267.631644	51.752151	12.172812	4.083452	70.096087	20.26002	75.697914
