	Stk_601899	Stk_601857	Stk_601766	Stk_601699	Stk_601628	Stk_601601	Stk_601398	Stk_601328	Stk_601169	Stk_601166	Stk_601088	Stk_601006	Stk_600887	Stk_600837	Stk_600585	Stk_600549	Stk_600519	Stk_600518	Stk_600489	Stk_600383	Stk_600362	Stk_600256	Stk_600111	Stk_600050	Stk_600048	Stk_600036	Stk_600031	Stk_600030	Stk_600028	Stk_600018	Stk_600016	Stk_600015	Stk_600000
2011/10/24	6.589424	10.88123	5.274441	89.444007	16.811046	19.894742	4.926427	5.87515	10.672892	26.395174	27.266703	8.953136	399.606992	179.962447	68.233149	260.622295	1059.490597	298.535694	142.24832	56.746579	35.673763	296.058575	278.919069	7.921072	81.429228	42.190983	587.417286	55.227265	11.249578	3.361853	80.811866	20.535363	64.709593
2011/10/25	6.778143	10.914438	5.437673	95.897512	17.016586	20.043368	4.985215	5.912973	10.704563	26.783038	27.998118	8.976451	401.242213	179.566925	70.062456	271.90307	1059.860402	303.955732	145.620132	59.97505	37.788374	303.517677	292.555674	7.921072	85.19315	42.471089	597.444323	55.555162	11.329249	3.405799	81.08214	20.499017	64.709593
2011/10/26	7.20276	10.936577	5.560097	97.58959	17.146401	20.637875	5.00873	5.938188	10.725676	26.84428	28.105679	8.92982	411.257938	178.57812	71.562487	271.102499	1066.411229	313.494999	151.450557	60.471738	37.596137	303.517677	291.229893	8.008759	89.875101	42.120956	615.827226	56.117272	11.329249	3.427772	80.676729	20.535363	64.85088
2011/10/27	7.124127	10.947646	5.437673	97.510888	17.416849	20.828966	5.05576	5.988619	10.725676	27.068833	28.396093	8.976451	413.301963	179.171403	73.208864	267.026864	1067.150838	311.543786	149.202682	60.844254	37.843299	307.586279	289.904112	7.818771	89.416086	42.506102	610.813707	56.210957	11.361118	3.49369	82.028098	20.807956	65.416029
2011/10/28	7.249939	11.047271	5.560097	102.744524	17.633208	21.200533	5.05576	6.013834	10.820687	27.57918	29.267337	8.999767	417.594417	182.928861	74.964998	276.852055	1083.052442	313.494999	152.64474	63.82438	39.051648	315.859102	302.467465	7.950301	93.363613	43.206367	631.285575	57.147806	11.488592	3.515663	83.379467	20.826129	66.263753
2011/10/31	7.124127	10.936577	5.590703	103.570887	18.076742	21.009442	5.079275	5.938188	10.715119	27.150489	29.019947	8.953136	428.632155	179.962447	73.757656	277.434289	1078.826102	302.22132	151.731541	64.196896	38.488668	310.97678	300.636624	7.950301	94.648855	42.366049	627.525436	56.210957	11.377052	3.471717	82.568645	20.171905	65.062811
2011/11/1	7.092674	10.947646	5.672319	101.564004	18.498641	21.603948	5.05576	5.925581	10.725676	27.150489	28.837093	9.046398	448.663605	183.719905	73.135691	275.614809	1094.569219	305.03974	151.099326	61.961801	38.255236	312.739841	296.09109	8.037988	91.343948	42.541115	625.018677	56.913594	11.392986	3.460731	82.568645	20.426326	64.85088
2011/11/2	7.171307	11.025132	5.917167	102.114913	18.952994	22.410779	5.079275	6.026442	10.968482	27.68125	29.267337	9.151317	463.176187	187.872884	73.538139	278.23486	1107.14258	311.760587	152.574494	62.831005	38.708367	316.130342	292.681938	8.30105	93.180007	43.34642	628.778816	58.272025	11.536394	3.515663	84.730836	20.971512	66.122466
2011/11/3	7.234213	11.025132	5.804945	104.161147	19.515526	22.60187	5.079275	6.013834	10.799574	27.293386	29.278093	9.058055	453.364864	183.917666	72.952761	283.838858	1095.044682	307.85816	155.805814	61.713457	38.694636	322.233245	302.719995	8.242592	91.527554	42.681168	630.6588855	57.8036	11.504526	3.548623	83.514604	20.480844	65.274742
2011/11/4	7.391478	11.191173	5.743733	105.656471	19.731884	22.644335	5.10279	6.051657	10.820687	27.354628	29.331874	9.116344	454.182474	185.104231	72.733244	288.351168	1097.580486	308.508564	159.669349	62.334317	39.381198	322.233245	309.790827	8.315664	91.71116	42.926261	632.538955	58.272025	11.807277	3.548623	84.055151	20.535363	65.769248
2011/11/7	7.485838	11.113688	5.560097	106.246731	19.266714	22.028596	5.067518	6.051657	10.651779	26.823866	29.224313	9.081371	449.481216	179.962447	71.013695	285.148883	1092.508878	303.522129	160.933778	59.97505	38.571055	329.014247	308.84384	8.227977	92.261978	42.296022	622.511917	57.147806	11.839145	3.537636	82.298372	20.026522	64.85088
2011/11/8	7.517291	11.213312	5.498885	106.443484	19.147716	22.113526	5.091033	6.102088	10.683449	26.84428	29.514727	9.011425	448.050398	178.38036	70.538075	280.272677	1081.678882	300.920511	160.231317	59.35419	38.310161	328.607387	303.477584	8.227977	90.425918	42.401062	621.258538	56.819909	12.094093	3.482704	82.568645	20.190078	65.062811
2011/11/9	7.517291	11.279729	5.549895	107.348549	19.677794	22.60187	5.126306	6.127303	10.789017	27.109661	29.676069	9.104686	461.336564	181.149013	71.489315	282.892728	1078.350639	301.354114	160.652794	59.602534	38.886874	332.811609	310.485283	7.994145	90.242312	42.716182	624.18309	57.428861	12.030356	3.49369	83.24433	20.26277	65.486673
2011/11/10	7.312846	11.135826	5.396865	105.144913	19.061173	22.01798	4.985215	6.013834	10.514541	26.47683	28.987679	9.069713	455.613292	178.775881	68.416079	275.105355	1083.052442	295.500473	157.421474	58.112471	37.678524	322.911345	301.267949	7.804156	87.947238	41.875863	610.395914	56.117272	11.807277	3.416785	81.757824	19.935658	63.932512
2011/11/11	7.297119	11.169035	5.437673	104.633354	18.790725	21.848121	5.044002	6.039049	10.546211	26.415588	29.09524	9.162975	469.717068	177.787077	67.135565	278.089302	1077.5582	296.801282	156.719013	57.615783	37.733449	324.131925	305.182159	7.774927	88.589859	41.595757	604.964601	55.929902	11.950685	3.438758	81.757824	19.753929	64.144443
2011/11/14	7.470111	11.268659	5.539693	108.804522	19.775156	22.389546	5.114548	6.114695	10.662336	26.905522	30.289166	9.361156	475.031535	180.753491	68.635596	285.148883	1094.939023	302.22132	163.041161	59.97505	38.804486	329.421107	310.295886	8.037988	91.343948	42.225996	613.738259	57.007279	12.094093	3.482704	82.568645	20.044695	65.062811
2011/11/15	7.407205	11.202243	5.488683	109.001275	19.872517	22.209071	5.079275	6.102088	10.535654	26.680969	30.590337	9.29121	471.352289	176.996033	67.647771	289.151739	1077.346883	300.70371	162.198208	59.35419	38.474936	341.355672	321.912253	7.97953	90.609524	41.875863	609.97812	56.492011	12.110027	3.49369	81.48755	19.808448	64.85088
2011/11/16	7.249939	10.980855	5.325451	104.98751	19.126081	21.051906	5.032245	5.950796	10.303406	25.823585	29.482459	8.953136	451.934046	171.260966	65.269672	277.143172	1060.65284	294.850069	158.826396	57.243267	37.046887	337.01583	310.548416	7.760312	86.294785	40.755439	592.848598	54.805683	11.727605	3.416785	79.595634	19.31778	63.014145
2011/11/17	7.187033	10.969785	5.274441	104.948159	18.877268	20.637875	5.05576	5.938188	10.261178	25.782757	29.460947	8.719981	449.890021	170.0744	65.013569	275.178134	1066.30557	293.115656	157.702458	57.119095	37.07435	352.747756	305.750351	7.745698	85.927573	40.475333	589.924045	54.852525	11.711671	3.383826	79.730771	19.154224	62.590283
2011/11/18	6.998315	10.859091	5.254036	101.209849	18.368826	20.138914	5.05576	5.900366	10.134497	25.599032	28.643484	8.696666	448.459203	169.87664	63.476951	267.099643	1059.596255	285.744405	152.64474	55.877376	35.811076	330.506068	291.608687	7.833385	83.35709	40.02016	574.883489	53.540936	11.52046	3.33988	79.32536	19.063359	62.166421
2011/11/21	6.966862	10.836952	5.366259	99.675174	18.693364	20.308773	4.996972	5.887758	10.197838	25.619446	28.202484	8.848216	452.138449	171.063205	63.001331	267.245202	1061.181133	282.925985	152.012525	55.877376	35.907194	339.050131	293.123865	7.921072	83.907908	39.985147	581.56818	53.775149	11.616066	3.350866	79.055086	19.045186	61.742559
2011/11/22	6.951135	10.814814	5.356057	98.573356	19.050355	20.308773	4.961699	5.849935	10.218951	25.701102	28.030386	8.824901	462.358576	171.656488	63.074503	264.843488	1088.652343	287.91242	151.239818	56.622407	35.508988	328.607387	297.164341	7.964916	83.265287	40.440319	574.883489	54.009361	11.616066	3.33988	79.865907	19.335952	61.813203
2011/11/23	6.888229	10.737328	5.335653	96.054915	18.682546	19.852277	4.985215	5.786897	10.02893	25.435721	27.514093	8.719981	467.877445	162.757246	61.830574	262.368996	1104.712434	292.898855	150.888588	55.753204	35.151976	321.148284	291.545555	7.906458	81.79644	40.23024	569.034383	52.416717	11.568263	3.295934	78.649675	18.990668	61.389341
2011/11/24	6.809596	10.715189	5.284643	94.716993	19.299167	20.043368	5.032245	5.799505	10.081713	25.53779	27.729215	8.719981	470.330276	161.768441	61.757402	258.802815	1097.210681	298.102091	149.483666	57.243267	34.959739	328.200527	292.176879	7.818771	84.183317	40.545359	565.274244	52.229347	11.632	3.295934	79.190223	19.172396	61.459984
2011/11/25	6.809596	10.681981	5.213228	94.048032	18.888086	19.671802	4.961699	5.723859	9.997259	25.27241	27.481825	8.789928	469.308263	158.802027	62.086677	263.533463	1109.308579	296.150878	150.115881	55.753204	34.685114	330.967176	291.229893	7.833385	82.898075	40.195227	553.576034	51.948292	11.568263	3.306921	78.649675	19.263261	60.894835
2011/11/28	6.825323	10.759466	5.213228	93.851279	18.628456	19.597488	4.973457	5.723859	10.039486	25.27241	27.761484	8.813243	459.292538	159.988593	61.867161	264.188475	1129.859157	295.500473	150.607604	55.629032	34.932276	339.267123	290.472304	7.789541	83.265287	40.1252	536.446511	52.182505	11.536394	3.295934	78.919949	19.099705	60.753548
2011/11/29	6.982588	10.814814	5.294845	97.825693	19.18017	20.064601	4.949942	5.774289	10.176724	25.578618	28.127191	8.894847	469.512666	162.163963	62.964745	269.064681	1122.938525	297.88529	153.417447	56.498235	35.591376	342.033772	296.154222	7.891843	85.468558	40.475333	541.877823	52.791457	11.679803	3.328894	80.271318	19.335952	61.671915
2011/11/30	6.715237	10.471662	5.192824	93.615175	18.531095	19.247154	4.926427	5.660821	9.923362	24.884545	27.309728	8.685008	453.364864	156.428896	59.635406	257.711127	1109.731213	298.969298	149.202682	54.635656	34.108402	334.439049	280.939307	7.672625	84.550529	39.249868	517.645816	50.308806	11.313315	3.241002	78.379402	18.88163	60.047111
2011/12/1	6.966862	10.615564	5.366259	97.038681	19.991514	20.446784	5.032245	5.736467	10.240065	25.63986	28.01963	8.824901	456.2265	162.559485	62.123264	265.935176	1124.417744	302.22132	153.487693	57.243267	36.19555	340.948812	287.757609	7.745698	89.324283	40.790452	527.672853	52.135662	11.632	3.306921	80.811866	19.5722	62.237065
2011/12/2	6.935408	10.648772	5.427471	94.126733	19.894153	20.4574	4.996972	5.736467	10.208395	25.701102	27.546362	8.754955	453.569267	162.163963	61.647644	265.498501	1130.704425	298.969298	155.946306	57.988299	35.138245	337.28707	281.444366	7.716469	88.957071	41.105571	513.467883	51.245656	11.456723	3.251988	81.48755	19.790275	62.166421
2011/12/5	6.809596	10.69305	5.356057	89.719461	19.69943	20.255692	5.032245	5.799505	10.218951	25.762343	27.481825	8.685008	435.377439	158.802027	60.184198	261.641204	1092.086244	295.283672	154.822369	58.609158	34.410489	335.93087	270.774986	7.497251	89.691495	41.560744	497.173947	50.730388	11.584197	3.251988	81.757824	19.953831	62.166421
2011/12/6	6.69951	10.737328	5.345855	90.585175	19.320803	20.552945	4.938184	5.774289	10.218951	25.660274	27.535606	8.615062	430.471778	160.977398	60.696404	266.080735	1075.973323	297.668488	149.553912	58.981674	34.4722795	330.506068	271.532575	7.380335	90.701327	41.175598	509.707744	51.479868	11.807277	3.251988	81.757824	19.862966	61.671915
2011/12/7	6.715237	10.737328	5.356057	90.86063	19.483072	20.892664	4.902912	5.774289	10.335076	25.803171	27.707703	8.650035	435.173037	164.339333	61.135438	269.646915	1086.69766	297.018084	149.905143	59.478362	34.53407	328.336147	271.15378	7.511866	91.160342	41.63077	511.796711	52.323032	11.902882	3.262975	82.703782	20.244597	62.025134
2011/12/8	6.69951	10.715189	5.315249	90.545825	19.450618	20.733421	4.891154	5.812112	10.303406	25.823585	27.718459	8.626719	439.874296	166.712465	62.415953	267.827435	1072.433763	288.562825	149.975389	59.726706	33.902433	330.641688	273.300283	7.453407	91.343948	41.665784	512.632297	51.854608	11.823211	3.262975	82.838919	20.208251	62.025134
2011/12/9	6.636604	10.69305	5.294845	90.899981	19.364075	20.276925	4.902912	5.799505	10.187281	25.578618	27.438801	8.719981	429.449765	164.339333	62.196436	260.913412	1055.634062	288.562825	149.694405	59.850878	33.325721	323.860685	268.565351	7.555709	92.904598	41.665784	504.276432	51.573553	11.791342	3.251988	81.757824	19.862966	61.459984
2011/12/12	6.542245	10.571287	5.22343	89.994916	19.49389	20.287541	4.844124	5.837328	10.240065	25.496963	27.159142	8.731639	433.742219	163.350529	60.367129	257.856686	1043.588993	280.75797	148.289483	56.746579	33.119752	317.350923	269.449205	7.438793	89.691495	41.94589	505.112019	51.058286	11.52046	3.197056	81.48755	19.772102	61.17741
2011/12/13	6.369253	10.582356	4.96838	87.20102	19.428982	19.799196	4.879396	5.812112	9.997259	24.986615	26.911752	8.719981	429.04096	157.417701	57.659755	246.721469	1036.77402	273.386718	141.686351	55.753204	32.048716	302.839577	258.464162	7.394949	87.947238	40.825465	498.427327	49.746697	11.377052	3.142124	80.136181	19.554027	60.61226
2011/12/14	6.306346	10.670911	4.886764	82.675697	19.721066	19.873509	4.820608	5.812112	10.007816	25.027443	26.782679	8.545115	416.981209	158.208745	55.720689	244.610872	1045.17387	272.085909	138.314539	55.256516	31.499466	293.617414	255.496938	7.424178	86.111179	40.895492	504.276432	49.23143	11.281446	3.087192	79.865907	19.663064	60.753548
2011/12/15	5.991815	10.527009	4.825552	76.497646	17.968563	19.501943	4.832366	5.673428	9.902248	24.619165	25.868411	8.568431	419.229638	155.637852	54.403588	223.941581	1040.630555	268.833886	128.97181	55.877376	29.453511	289.277572	239.650699	7.088044	87.029209	39.950134	480.044425	47.779313	11.3770515	2.9993	78.649675	19.517681	59.976468
2011/12/16	6.164808	10.659842	4.988784	80.708165	18.217375	19.92659	4.902912	5.698644	10.176724	25.088684	26.298655	8.615062	417.185612	158.406506	55.574345	227.944437	1065.988594	273.820321	131.360177	59.230018	30.263654	300.398416	240.97648	7.131888	91.619357	40.685412	486.311323	48.763005	11.472657	3.043246	80.271318	20.462671	60.894835
2011/12/19	6.054722	10.659842	4.937774	80.393359	17.644026	20.181379	4.902912	5.673428	10.113384	25.190754	26.191094	8.638377	421.069261	156.626657	55.281656	221.030413	1061.867913	270.351497	129.744517	60.347566	29.934105	302.703957	238.64058	7.088044	92.445584	40.790452	477.955459	48.247738	11.297381	2.9993	81.48755	20.38998	60.824191
2011/12/20	6.038995	10.715189	4.947976	79.606347	17.914474	20.414935	4.879396	5.622998	10.02893	25.415307	26.094289	8.650035	424.748507	153.462482	55.940206	221.32153	1057.85289	263.197047	129.604025	60.968425	30.263649	297.821635	239.524434	7.394949	92.537387	40.720426	480.462218	47.310889	11.361118	2.955354	81.217276	20.626227	60.682904
2011/12/21	6.023269	10.737328	4.86636	78.189724	18.120014	19.852277	4.855881	5.597783	9.902248	25.292824	26.072777	8.568431	424.544104	148.71622	54.95238	218.701479	1041.951286	261.679436	128.128857	59.35419	29.626228	290.091292	229.233848	7.394949	90.976736	40.580372	472.106353	46.701937	11.329249	2.922395	80.811866	20.51719	60.259042
2011/12/22	5.976089	10.792675	4.835754	80.078554	17.925292	19.852277	4.879396	5.673428	9.9233615	25.619446	26.44924	8.580089	424.339701	145.156523	55.793862	216.008649	1054.841623	254.741787	124.686799	59.97505	29.653942	291.718733	226.645418	7.424178	92.445584	40.965518	486.311323	46.046142	11.201775	2.878449	81.352413	20.535363	60.259042
2011/12/23	6.038995	10.88123	4.86636	81.534528	18.498641	20.117682	4.902912	5.698644	9.944475	25.558204	26.782679	8.580089	427.40574	145.156523	57.623169	217.100337	1060.600011	257.126604	126.513197	61.837629	29.98651	298.499735	224.940843	7.497251	93.547219	40.930505	511.796711	45.76508725	11.313315	2.878449	81.08214	20.38998	60.329686
2011/12/26	6.007542	10.748397	4.50929	80.904918	18.433734	19.905358	4.902912	5.673428	9.860021	25.292824	26.406216	8.556773	404.512654	141.794587	56.635343	213.825273	1020.238465	249.755352	125.459506	60.347566	29.792512	297.007915	229.423245	7.424178	92.537387	40.860479	508.454365	44.921923	11.377052	2.900422	79.595634	20.317288	59.83518
2011/12/27	5.928909	10.715189	4.417471	80.393359	18.574367	20.223844	4.902912	5.635606	9.70167	25.190754	26.352435	8.498484	392.044098	142.190109	55.281656	207.275145	998.631302	242.384101	124.335568	59.602534	29.168948	283.31029	228.539391	7.380335	89.599692	40.930505	498.84512	44.921923	11.265512	2.856476	79.32536	20.171905	59.623249
2011/12/28	5.944636	10.814814	4.366461	81.691931	18.650092	20.064601	4.926427	5.673428	9.691113	25.109098	26.524533	8.498484	397.767369	145.156523	55.793862	206.183458	1004.970812	229.592811	124.195076	59.602534	29.681656	283.44591	232.264204	7.409564	88.773465	40.440319	512.214504	45.530875	11.329249	2.834503	78.649675	20.190078	59.199387
2011/12/29	5.928909	10.836952	4.407269	81.809983	18.60682	19.937206	4.938184	5.622998	9.680556	25.190754	26.793435	8.568431	407.169887	145.156523	56.342654	206.329016	1015.431003	238.04807	121.034002	59.602534	29.723227	271.782585	228.665656	7.614167	89.416086	40.825465	517.645816	44.968765	11.361118	2.867463	78.649675	19.862966	58.987456
2011/12/30	6.007542	10.781605	4.417471	83.265956	19.082809	20.393703	4.985215	5.648213	9.796681	25.558204	27.245191	8.696666	417.594417	146.54085	57.257307	215.93587	1021.189391	243.251307	123.000893	61.465113	30.388362	279.106068	237.567328	7.658011	91.802963	41.560744	523.912714	45.484032	11.440789	2.84549	79.595634	20.408153	59.976468
2012/1/4	5.991815	10.792675	4.254239	80.117905	18.888086	20.213227	4.961699	5.61039	9.669999	25.517376	26.459996	8.568431	403.286238	140.805783	55.90362	213.606935	978.767504	243.68491	120.963756	61.092597	29.889511	273.274406	237.441064	7.453407	92.261978	40.860479	505.112019	44.781396	11.727605	2.834503	79.190223	20.208251	59.411318
2012/1/5	5.944636	10.848022	4.233835	79.409593	17.93611	20.298157	4.996972	5.749074	9.76501	25.946068	26.126557	8.685008	395.110136	140.014739	54.586519	200.57946	967.567703	236.313658	117.872929	61.216769	29.404516	264.865962	225.003975	7.336491	89.966904	41.700797	503.858639	43.516649	11.823211	2.84549	80.676729	20.608055	61.106766
2012/1/6	5.976089	11.025132	4.254239	80.786866	18.098378	20.414935	5.032245	5.799505	9.891692	26.10938	26.105045	8.836559	401.855421	144.365479	53.854796	204.291199	986.005111	243.251307	118.996866	60.347566	29.917225	267.171503	229.29698	7.409564	89.140677	41.980903	503.858639	43.985074	11.918816	2.867463	81.48755	20.680746	61.530628
2012/1/9	6.180534	11.102618	4.376663	88.38154	18.693364	20.945745	5.067518	5.925581	10.145054	26.619727	27.976606	8.976451	411.462341	150.693829	56.891446	216.954778	993.242718	256.693001	125.248767	62.582661	31.496921	283.039049	246.342736	7.570324	93.363613	43.34642	524.330507	45.671402	12.349041	2.922395	83.514604	21.244106	63.226076
2012/1/10	6.479339	11.202243	4.590906	93.142967	19.721066	21.657029	5.114548	5.976011	10.271735	26.84428	28.783313	8.999767	420.660455	156.824418	60.696404	230.564488	1027.423243	259.077818	133.327067	63.948552	33.201329	298.906596	254.991879	7.833385	95.016067	43.976659	556.082793	47.404573	12.412778	3.010287	84.190288	21.425835	64.0738
2012/1/11	6.542245	11.113688	4.590906	93.457772	19.710248	21.444706	5.114548	5.950796	10.187281	26.578899	28.492898	8.906505	421.273663	155.242331	59.928095	232.020072	1002.065203	257.126604	133.537805	63.327692	32.910333	298.364115	269.133543	7.804156	94.648855	43.731566	548.562515	47.217204	12.26937	3.021273	83.379467	21.171414	63.579294
2012/1/12	6.526518	11.135826	4.61131	92.316604	19.796792	21.26423	5.091033	5.976011	10.292849	27.150489	28.492898	8.906505	419.025235	155.242331	60.403715	239.225212	1005.604763	259.945024	136.558387	64.693584	33.035046	298.092875	274.373534	7.570324	95.383278	44.186739	552.322654	46.982991	12.205633	3.032259	84.190288	21.353143	64.215087
2012/1/13	6.384979	11.290798	4.5603	92.0805	19.353257	21.179301	5.10279	6.001227	10.250622	27.109661	28.320801	8.906505	413.301964	152.473678	57.623169	243.082509	996.835107	251.706566	136.13691	63.20352	32.480766	287.650131	283.843398	7.351106	94.373446	43.731566	539.788857	45.905615	12.141896	3.010287	84.190288	21.026031	63.861869
2012/1/16	6.227714	11.169035	4.499088	88.735695	19.266714	21.073139	5.067518	5.976011	10.197838	27.191316	27.987362	8.801585	388.569255	151.089351	55.90362	224.378256	937.243714	239.999284	133.537805	62.085973	31.330637	282.496569	259.348016	7.336491	91.160342	43.381434	545.637962	46.046142	12.014422	3.065219	83.514604	20.880648	63.367363
2012/1/17	6.856776	11.423631	4.825552	97.58959	20.316052	21.954283	5.126306	6.114695	10.472314	27.762906	29.450191	9.011425	406.147874	161.175159	60.111026	246.794248	953.250976	253.65778	146.884561	64.321068	34.462315	298.092875	285.295444	7.541095	95.016067	44.746951	575.301282	49.23143	12.333107	3.18607	85.676794	21.534872	64.992167
2012/1/18	6.74669	11.312937	4.71333	95.897512	19.95906	21.763191	5.067518	6.001227	10.261178	27.415869	28.912386	8.953136	391.226488	159.593071	61.537885	250.505987	937.085226	242.384101	146.814315	64.321068	34.711741	289.820052	287.00002	7.424178	92.904598	43.836606	571.958936	49.04406	12.078159	3.164097	84.595699	21.244106	63.861869
2012/1/19	7.045494	11.357215	4.81535	97.58959	20.554046	22.527557	5.126306	6.08948	10.430087	28.130356	29.14902	9.046398	408.396302	165.72366	62.745228	264.042917	954.624537	244.768917	161.495747	66.556163	35.501588	283.17467	294.070852	7.438793	97.953761	44.466845	576.972455	50.777231	12.205633	3.164097	87.028163	21.389489	64.992167
2012/1/20	7.029768	11.357215	4.835754	98.061797	20.911037	23.185761	5.126306	6.202948	10.662336	28.681531	29.557752	9.046398	419.842845	170.0744	65.086741	259.093932	982.465551	258.861016	157.772704	67.797882	35.972726	283.039049	288.010139	7.541095	100.432441	45.517243	584.492733	51.573553	12.333107	3.18607	88.244395	22.02554	66.546328
2012/1/30	7.061221	11.213312	4.733734	96.330369	20.445867	22.410779	5.020487	6.102088	10.503984	28.232425	28.697264	8.836559	415.550392	165.328138	63.586709	255.891647	971.001604	258.210612	159.247872	65.562787	35.612444	280.326648	290.787966	7.307262	95.75049	44.466845	592.8485975	50.027751	12.26937	3.087192	86.217342	21.698428	65.133455
2012/1/31	6.982588	11.301868	4.692926	95.504006	20.316052	22.304617	5.05576	6.102088	10.556768	28.293667	28.880118	8.976451	417.79882	165.328138	63.550123	256.764998	984.790038	258.861016	158.264427	65.686959	35.252163	280.326648	293.944587	7.131888	96.393111	44.291778	593.684184	50.074594	12.364975	3.109165	86.757889	21.643909	65.133455
2012/2/1	6.872502	11.268659	4.652118	91.883747	19.840063	21.922434	5.032245	6.026442	10.41953	27.68125	28.578947	8.871532	421.06926	160.186354	60.513473	245.120327	983.416478	259.728222	150.67785	64.817756	33.908036	280.462268	282.391353	7.044201	94.648855	43.66154	576.554662	49.04406	12.412778	3.087192	85.00111	21.098723	64.144443
2012/2/2	7.014041	11.301868	4.754138	94.480889	20.629771	22.729265	5.149821	6.215556	10.757347	28.88567	29.299605	8.941478	427.610142	168.690074	61.830574	251.015441	984.895697	263.63065	155.665322	66.059475	35.26602	286.836411	287.694477	7.131888	96.943929	45.06207	587.417286	50.589861	12.524318	3.142124	87.703848	21.716601	66.405041
2012/2/3	7.076947	11.312937	4.754138	94.677642	20.878583	23.206993	5.185093	6.329025	10.789017	28.946912	29.417922	8.906505	427.201337	167.503508	61.172024	250.724324	985.159843	266.882672	157.49172	67.052851	35.252163	299.584696	287.947006	7.088044	98.045564	45.447216	582.403767	51.058286	12.444646	3.18607	88.514669	21.825638	66.687615
2012/2/6	6.998315	11.324006	4.733734	94.992447	20.467503	22.676184	5.185093	6.40467	10.715119	28.926498	29.417922	8.859874	440.691906	167.107986	62.452539	249.632637	996.042668	267.533077	155.946306	64.941928	34.905738	300.398416	287.947006	7.058815	95.934096	45.027057	580.314801	50.777231	12.396844	3.18607	88.379532	21.444007	66.334397
2012/2/7	6.841049	11.169035	4.66232	92.631409	20.01315	22.071061	5.091033	6.253379	10.546211	28.620289	28.923142	8.685008	439.46549	162.361724	60.440301	246.284794	981.884429	260.161825	153.628185	63.079349	34.365316	296.872295	281.254969	7.014972	92.996401	44.571885	565.692037	49.278272	12.189698	3.131138	86.893026	21.007858	65.274742
2012/2/8	7.124127	11.357215	4.76434	97.156733	20.813676	23.090215	5.185093	6.40467	10.894585	29.457259	29.719093	8.859874	445.597567	171.458727	62.745228	264.042917	994.721937	264.064253	161.636239	65.314444	37.801848	307.315039	306.255411	7.204961	95.658687	45.482229	579.897007	51.292498	12.396844	3.208043	89.190353	21.46218	66.758259
2012/2/9	7.076947	11.390423	4.76434	98.022447	20.629771	22.570022	5.196851	6.341632	10.841801	29.436845	29.611532	8.77827	435.786244	169.481118	63.659881	259.312269	1007.717932	269.701092	160.090825	67.177023	37.053571	306.094458	300.320962	7.131888	96.943929	45.482229	575.301282	50.917758	12.253435	3.230016	88.514669	21.389489	66.405041
2012/2/10	7.076947	11.412562	4.825552	98.022447	20.47832	22.941588	5.161578	6.240771	10.77846	29.069395	29.525483	8.836559	444.779957	171.063205	64.062329	259.23949	1006.45003	266.665871	159.037134	69.039602	36.970429	303.788917	299.879035	7.131888	100.157032	45.132097	579.897007	51.386183	12.221567	3.251988	87.838984	21.20776	66.19311
2012/2/13	7.124127	11.357215	4.927572	97.904395	20.164601	22.729265	5.138063	6.165126	10.704563	28.844842	29.192044	8.801585	451.934046	169.085596	63.111089	259.821724	1021.823342	270.134695	159.880087	67.052851	36.693289	305.009498	300.826022	7.131888	97.035732	44.431831	578.225834	51.292498	12.189698	3.251988	86.757889	20.898821	65.486673
2012/2/14	7.045494	11.335076	4.927572	97.117382	19.894153	22.113526	5.114548	6.165126	10.651779	28.742773	29.192044	8.824901	451.525241	167.89903	62.562297	256.910556	1023.936512	271.001901	158.334673	67.052851	36.527005	298.635355	299.879035	7.07343	97.494747	44.326792	571.958936	50.917758	12.205633	3.230016	86.622752	20.826129	64.921524
2012/2/15	7.1084	11.346145	4.947976	97.865044	20.034786	22.294001	5.138063	6.165126	10.694006	28.783601	29.374898	8.813243	453.773669	171.260966	63.330606	264.334034	1029.113778	270.7851	159.809841	67.177023	37.108998	302.161477	303.793246	7.146502	97.494747	44.396818	579.479214	51.948292	12.301238	3.273961	86.757889	20.826129	65.204098
2012/2/16	7.045494	11.25759	4.91737	95.818811	19.764338	22.060445	5.161578	6.13991	10.715119	28.722359	29.159776	8.789928	445.188762	170.0744	62.745228	268.118552	1012.842369	269.701092	156.929751	66.307819	36.721003	298.364115	299.942168	7.175731	97.219338	44.256765	574.465695	52.135662	12.173764	3.251988	86.487615	20.735265	64.921524
2012/2/17	7.045494	11.268659	4.91737	94.953097	20.110511	22.113526	5.161578	6.215556	10.74679	28.824428	29.138264	8.824901	437.625867	170.469922	62.379367	265.716838	1011.36315	269.050688	157.14049	65.811131	36.707146	300.262796	298.679519	7.161117	98.320973	44.501858	578.643628	52.182505	12.125961	3.230016	87.028163	20.6444	65.416029
2012/2/20	7.15558	11.390423	4.907168	94.677642	20.153783	22.304617	5.173336	6.240771	10.694006	28.661117	29.278093	8.801585	439.261088	169.283357	62.964745	263.606242	1008.299054	269.267489	160.863532	66.431991	36.721003	306.501318	297.985063	7.190346	98.871791	44.431831	578.643628	52.27619	12.110027	3.241002	87.433574	20.698919	65.416029
