time,close
3/24/2015,25.1
3/25/2015,27.61
3/26/2015,25.67
3/27/2015,26.62
3/30/2015,25.59
3/31/2015,25.47
4/1/2015,26.06
4/2/2015,28.44
4/3/2015,28.44
4/7/2015,28.16
4/8/2015,27.09
4/9/2015,26.1
4/10/2015,26.79
4/13/2015,27.8
4/14/2015,26.94
4/15/2015,25.33
4/16/2015,25.74
4/17/2015,26
4/20/2015,25.25
4/21/2015,26.41
4/22/2015,27.18
4/23/2015,28.28
4/24/2015,28.57
4/27/2015,27.4
4/28/2015,26.28
4/29/2015,26.3
4/30/2015,25.93
5/4/2015,25.91
5/5/2015,24.97
5/6/2015,24.6
5/7/2015,23.11
5/8/2015,24.49
5/11/2015,25.44
5/12/2015,25.25
5/13/2015,26.1
5/14/2015,26.28
5/15/2015,24.98
5/18/2015,27.48
5/19/2015,29.33
5/20/2015,32.26
5/21/2015,35.49
5/22/2015,37.03
5/25/2015,37.2
5/26/2015,40.92
5/27/2015,45.01
5/28/2015,45.35
5/29/2015,49.89
6/1/2015,51.81
6/2/2015,49.7
6/3/2015,53.6
6/4/2015,50.5
6/5/2015,50.51
6/8/2015,50.92
6/9/2015,47.75
6/10/2015,47.9
6/11/2015,46.51
6/12/2015,50
6/15/2015,55
6/16/2015,49.88
6/17/2015,47.4
6/18/2015,43.37
6/19/2015,39.05
6/23/2015,39.42
6/24/2015,39.93
6/25/2015,39.84
6/26/2015,35.86
6/29/2015,32.27
6/30/2015,35.44
7/1/2015,31.9
7/2/2015,28.71
7/3/2015,25.84
7/6/2015,23.26
7/7/2015,20.93
7/8/2015,19.88
7/9/2015,21.87
7/10/2015,24.06
7/13/2015,26.47
7/14/2015,29.12
7/15/2015,26.21
7/16/2015,25.65
7/17/2015,27.89
7/20/2015,28.37
7/21/2015,31.21
7/22/2015,32.85
7/23/2015,35.88
7/24/2015,34.85
7/27/2015,31.37
7/28/2015,29.38
7/29/2015,32
7/30/2015,30.62
7/31/2015,28
8/3/2015,25.21
8/4/2015,27.73
8/5/2015,26.89
8/6/2015,26.57
8/7/2015,28.39
8/10/2015,31.22
8/11/2015,32.83
8/12/2015,31.01
8/13/2015,32.44
8/14/2015,32.42
8/17/2015,32.32
8/18/2015,29.09
8/19/2015,29
8/20/2015,27.98
8/21/2015,25.19
8/24/2015,22.67
8/25/2015,20.4
8/26/2015,18.36
8/27/2015,19.18
8/28/2015,21.1
8/31/2015,18.99
9/1/2015,17.09
9/2/2015,15.38
9/7/2015,16.88
9/8/2015,17.69
9/9/2015,18.84
9/10/2015,17.99
9/11/2015,19.18
9/14/2015,17.26
9/15/2015,15.53
9/16/2015,17.08
9/17/2015,17.11
9/18/2015,17.84
9/21/2015,18.9
9/22/2015,19.59
9/23/2015,19.94
9/24/2015,19.99
9/25/2015,18.04
9/28/2015,19.1
9/29/2015,18.33
9/30/2015,18.29
10/8/2015,19.43
10/9/2015,19.94
10/12/2015,21.32
10/13/2015,21.63
10/14/2015,20.72
10/15/2015,21.82
10/16/2015,22.49
10/19/2015,22.02
10/20/2015,22.99
10/21/2015,20.73
10/22/2015,21.91
10/23/2015,23.2
10/26/2015,23.07
10/27/2015,23.28
10/28/2015,21.61
10/29/2015,21.02
10/30/2015,20.28
11/2/2015,19.23
11/3/2015,19.44
11/4/2015,20.99
11/5/2015,21.32
11/6/2015,23.45
11/9/2015,24.31
11/10/2015,23.82
11/11/2015,24.55
11/12/2015,23.77
11/13/2015,22.96
11/16/2015,23.59
11/17/2015,22.9
11/18/2015,22.48
11/19/2015,23.29
11/20/2015,25.62
11/23/2015,24.71
11/24/2015,25.13
11/25/2015,25.49
11/26/2015,25.01
11/27/2015,23.15
11/30/2015,22.44
12/1/2015,22.2
12/2/2015,22.31
12/3/2015,23
12/4/2015,22.51
12/7/2015,22.97
12/8/2015,21.89
12/9/2015,21.49
12/10/2015,21.79
12/11/2015,22.17
12/14/2015,22.74
12/15/2015,23.15
12/16/2015,23.16
12/17/2015,23.54
12/18/2015,22.82
12/21/2015,23.05
12/22/2015,23.58
12/23/2015,23.4
12/24/2015,24.29
12/25/2015,24.1
12/28/2015,23.19
12/29/2015,24.62
12/30/2015,26.31
12/31/2015,24.67
1/4/2016,22.2
1/5/2016,21.28
1/6/2016,21.71
1/7/2016,19.54
1/8/2016,19.63
1/11/2016,17.67
1/12/2016,17.61
1/13/2016,16.51
1/14/2016,17.12
1/15/2016,16.29
1/18/2016,16.83
1/19/2016,17.48
1/20/2016,16.93
1/21/2016,16.26
1/22/2016,16.87
1/25/2016,17.07
1/26/2016,15.36
1/27/2016,15.29
1/28/2016,14.83
1/29/2016,15.42
2/1/2016,14.79
2/2/2016,15.48
2/3/2016,15.42
2/4/2016,15.7
2/5/2016,15.78
2/15/2016,15.87
2/16/2016,16.92
2/17/2016,17.18
2/18/2016,16.86
2/19/2016,17.05
2/22/2016,17.37
2/23/2016,16.89
2/24/2016,17.15
2/25/2016,15.44
2/26/2016,15.02
2/29/2016,13.53
3/1/2016,14.23
3/2/2016,14.82
3/3/2016,14.73
3/4/2016,14.07
3/7/2016,14.37
3/8/2016,14.31
3/9/2016,13.87
3/10/2016,13.62
3/11/2016,13.62
3/14/2016,14.38
3/15/2016,14.72
3/16/2016,14.29
3/17/2016,14.94
3/18/2016,15.88
3/21/2016,16.27
3/22/2016,17.46
3/23/2016,17.16
3/24/2016,16.7
3/25/2016,16.59
3/28/2016,16.65
3/29/2016,15.84
3/30/2016,16.78
3/31/2016,16.78
4/1/2016,16.96
4/5/2016,17.66
4/6/2016,18.31
4/7/2016,17.59
4/8/2016,18.49
4/11/2016,19.19
4/12/2016,18.98
4/13/2016,19.29
4/14/2016,20.3
4/15/2016,20.17
4/18/2016,19.27
4/19/2016,18.99
4/20/2016,17.09
4/21/2016,16.67
4/22/2016,17.3
4/25/2016,17.61
4/26/2016,17.7
4/27/2016,17.38
4/28/2016,17.22
4/29/2016,16.89
5/3/2016,17.6
5/4/2016,17.46
5/5/2016,17.29
5/6/2016,16.14
5/9/2016,15.08
