600198 大唐電信 -- 20080101-99999999,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
年月日,未調整收盤價(元),日回報率 %,週回報率 %,月回報率 %,季回報率 %,年回報率 %,本週以來回報率 %,本月以來回報率 %,本季以來回報率 %,本年以來回報率 %,與大盤比%-日回報率,與大盤比%-週回報率,與大盤比%-月回報率,與大盤比%-季回報率,與大盤比%-年回報率,與滬深300比-日回報率,與滬深300比-週回報率,與滬深300比-月回報率,與滬深300比-季回報率,與滬深300比-年回報率
2014/12/26,16.66,0.0601,-1.5948,-2.2301,-8.9618,28.1541,-1.5948,-3.4203,-9.1604,25.4521,-2.6355,-3.1222,-19.3609,-32.3119,-15.8655,-3.1462,-3.3845,-22.7388,-35.6097,-15.7499
2014/12/29,16.52,-0.8403,1.412,-4.2319,-10.8954,24.5855,-0.8403,-4.2319,-9.9237,24.3979,-1.1663,0.1132,-18.8989,-33.6863,-17.3701,-1.1163,-0.3775,-22.1534,-36.8794,-16.9486
2014/12/30,16.34,-1.0896,-0.061,-5.2754,-10.9052,21.2169,-1.9207,-5.2754,-10.9052,23.0425,-1.0208,-4.266,-19.7268,-33.4742,-19.6909,-1.1496,-3.8946,-23.0483,-36.8425,-19.3841
2014/12/31,16.37,0.1836,-0.0609,-5.1015,-10.7416,23.2684,-1.7407,-5.1015,-10.7416,23.2684,-1.9492,-8.1602,-21.2915,-34.7708,-19.3673,-1.9754,-8.6393,-24.5684,-38.0901,-18.7201
2015/01/05,16.59,1.3439,0.4237,-2.0661,-9.5421,21.2722,1.3439,1.3439,1.3439,1.3439,-2.16,-5.0464,-14.1343,-36.1799,-24.6044,-1.6571,-4.708,-15.9607,-39.1161,-23.7113
2015/01/06,16.82,1.3864,2.9376,-0.7083,-8.288,29.6843,2.7489,2.7489,2.7489,2.7489,1.3583,-2.764,-12.968,-35.313,-20.8451,1.3998,-2.2504,-14.7843,-38.2638,-20.2659
2015/01/07,16.61,-1.2485,1.4661,-1.948,-9.433,26.2163,1.4661,1.4661,1.4661,1.4661,-1.9073,-2.7225,-14.628,-36.5467,-23.4118,-1.3225,-1.5994,-15.9113,-39.0803,-22.4783
2015/01/08,16.62,0.0602,1.5272,-3.3158,-9.6248,23.1115,1.5272,1.5272,1.5272,1.5272,2.5059,-0.2848,-11.3362,-34.6141,-23.585,2.4366,0.7983,-11.6382,-37.0699,-22.4542
2015/01/09,16.55,-0.4212,1.0996,-3.8349,-11.6863,19.6678,1.0996,1.0996,1.0996,1.0996,-0.1774,-0.4618,-16.3963,-35.7724,-26.1495,-0.0692,0.7285,-15.7597,-38.1991,-25.0213
2015/01/12,16.08,-2.8399,-3.0742,-11.7453,-12.7983,19.2882,-2.8399,-1.7716,-1.7716,-1.7716,-1.1522,0.5636,-19.7022,-35.88,-25.6304,-1.9233,0.4559,-19.7918,-38.778,-25.1438
2015/01/13,16.75,4.1667,-0.4162,-8.0679,-6.3199,21.0265,1.2085,2.3213,2.3213,2.3213,3.974,3.1588,-16.5111,-31.4908,-24.8259,4.153,3.1835,-16.4607,-34.5541,-24.4477
2015/01/14,16.74,-0.0597,0.7826,-8.1228,-4.1785,17.0634,1.148,2.2602,2.2602,2.2602,0.3392,5.5214,-16.2279,-29.8394,-26.3733,0.2718,4.8505,-16.2336,-33.0654,-26.0387
2015/01/15,16.6,-0.8363,-0.1203,-8.9911,-7.4177,15.6798,0.3021,1.405,1.405,1.405,-4.2251,-1.4076,-19.4394,-34.1339,-29.851,-3.6344,-1.3635,-18.7606,-36.7082,-29.1005
2015/01/16,16.99,2.3494,2.6586,-4.7111,-1.8486,21.8798,2.6586,3.7874,3.7874,3.7874,1.1357,-0.1107,-14.7293,-31.499,-26.9514,1.4759,0.1616,-13.407,-33.9996,-25.8408
2015/01/19,16.29,-4.1201,1.306,-3.7802,-3.6094,16.2743,-4.1201,-0.4887,-0.4887,-0.4887,3.8837,4.9782,-4.0199,-27.5859,-25.197,3.8811,6.0895,-2.9768,-29.8512,-24.5035
2015/01/20,16.98,4.2357,1.3731,0.2954,-1.1641,18.4929,-0.0589,3.7263,3.7263,3.7263,2.373,3.3618,-1.7422,-26.5916,-25.6433,2.9753,4.8898,-0.0901,-28.5637,-24.4293
2015/01/21,17.29,1.8257,3.2855,2.1265,-0.575,20.3204,1.7657,5.62,5.62,5.62,-2.787,0.1414,-4.4806,-30.0099,-27.2993,-2.5546,1.9333,-2.6423,-31.8264,-25.8387
2015/01/22,17.78,2.834,7.1084,9.1468,3.6735,15.7554,4.6497,8.6133,8.6133,8.6133,2.2271,6.8878,2.0984,-27.8563,-28.9631,2.2942,8.2044,3.8501,-29.7152,-27.1973
2015/01/23,17.31,-2.6434,1.8834,5.8717,0.3479,12.4759,1.8834,5.7422,5.7422,5.7422,-2.8879,2.6353,-4.2094,-31.0685,-31.4735,-2.7557,3.6922,-1.444,-32.6862,-29.7165
2015/01/26,17.8,2.8307,9.2695,6.8427,2.5937,10.7656,2.8307,8.7355,8.7355,8.7355,1.8757,0.6514,-0.2813,-30.1844,-32.7424,1.7975,1.6124,2.0412,-32.0199,-31.0574
2015/01/27,17.99,1.0674,5.9482,7.9832,3.8683,14.2949,3.9283,9.8961,9.8961,9.8961,1.9784,0.2635,1.6915,-29.0469,-30.6929,2.0018,0.6518,4.0839,-31.1746,-29.1544
2015/01/28,17.86,-0.7226,3.2967,7.2029,1.535,3.9582,3.1773,9.102,9.102,9.102,0.6956,3.8552,2.3989,-28.193,-35.8932,0.6745,3.9871,4.7859,-30.3965,-34.5388
2015/01/29,17.65,-1.1758,-0.7312,6.8402,0.1135,4.1299,1.9642,7.8192,7.8192,7.8192,0.1399,1.7349,3.7522,-27.1767,-34.5718,0.0595,1.7154,6.0319,-29.5144,-33.3739
2015/01/30,17.19,-2.6062,-0.6932,5.202,-4.1806,2.018,-0.6932,5.0092,5.0092,5.0092,-1.0304,3.6808,3.7421,-28.6339,-35.3964,-1.2618,3.278,5.9115,-31.1171,-34.5766
2015/02/02,16.92,-1.5707,-4.9438,3.3598,-6.674,0.4156,-1.5707,-1.5707,3.3598,3.3598,1.0114,2.8011,6.8745,-27.7994,-34.7431,0.7897,2.2556,8.8991,-30.2043,-34.06
2015/02/03,17.95,6.0875,-0.2223,9.6518,1.2979,6.5284,4.4212,4.4212,9.6518,9.6518,3.5517,4.3871,10.6704,-23.1937,-32.4253,3.511,3.7685,12.7225,-25.9578,-31.7449
2015/02/04,17.86,-0.5014,0,9.102,2.4082,5.9943,3.8976,3.8976,9.102,9.102,0.4635,4.1465,11.1832,-21.5781,-32.1122,0.5421,3.6321,13.3335,-24.3424,-31.3748
2015/02/05,18.1,1.3438,2.5496,9.1019,5.1103,7.4186,5.2938,5.2938,10.5682,10.5682,2.5585,6.6618,16.5453,-18.927,-30.3753,2.3919,6.0478,17.9998,-21.8467,-29.7334
2015/02/06,18.21,0.6077,5.9337,8.264,2.9394,8.0714,5.9337,5.9337,11.2401,11.2401,2.5906,10.5642,17.9623,-18.8154,-28.568,2.2638,9.8344,19.0053,-22.1195,-28.1427
2015/02/09,17.68,-2.9105,4.4917,6.8278,2.1374,2.0198,-2.9105,2.8505,8.0024,8.0024,-3.5133,5.6116,13.3956,-20.2019,-32.6138,-3.8826,4.7427,13.2388,-23.6195,-32.5397
2015/02/10,18.64,5.4299,3.844,12.6284,8.688,4.0761,2.3614,8.4351,13.8669,13.8669,3.8704,5.9367,17.7843,-14.4199,-30.8953,3.5415,4.7736,17.2492,-18.1484,-30.731
2015/02/11,18.8,0.8584,5.2632,13.5952,14.9143,6.9399,3.24,9.3659,14.8443,14.8443,0.3438,5.8106,18.1893,-10.1246,-28.7599,0.0601,4.2713,17.3196,-14.3826,-28.8269
2015/02/12,19.21,2.1809,6.1327,19.4653,15.9324,4.9729,5.4916,11.7511,17.3489,17.3489,1.675,4.899,21.5697,-8.8711,-30.2086,1.9212,3.792,21.9184,-12.6412,-30.1403
2015/02/13,18.97,-1.2493,4.1737,13.2539,17.0989,3.6049,4.1737,10.355,15.8829,15.8829,-2.1866,0.0143,14.3665,-9.1521,-32.1456,-2.0164,-0.5522,14.6968,-12.9393,-31.9354
2015/02/16,19.97,5.2715,12.9527,17.5399,21.1773,10.515,5.2715,16.1724,21.9917,21.9917,4.6659,8.4926,23.162,-6.784,-27.438,4.3794,7.9961,22.0962,-10.6241,-27.5051
2015/02/17,19.58,-1.9529,5.0431,15.2445,19.1724,-1.5087,3.2157,13.9036,19.6093,19.6093,-2.694,1.6361,19.8441,-9.1958,-35.2246,-2.5886,1.6022,18.9357,-13.1461,-35.3618
2015/02/25,19.16,-2.145,-2.145,10.6877,11.4604,-5.429,-2.145,11.4604,17.0437,17.0437,-1.5976,-1.5976,14.9015,-11.3662,-40.4219,-0.9188,-0.9188,13.6467,-13.9532,-41.3364
2015/02/26,19.13,-0.1566,-2.2982,7.4722,12.2654,-5.5771,-2.2982,11.2859,16.8604,16.8604,-2.2609,-3.8223,10.2359,-11.3568,-41.5647,-2.6081,-3.5029,8.7283,-14.2807,-42.7209
2015/02/27,19.8,3.5024,1.1237,10.0615,17.7873,5.2637,1.1237,15.1835,20.9533,20.9533,3.129,-0.813,11.4797,-6.4023,-34.9,3.3127,-0.3062,10.1257,-9.1917,-36.5355
2015/03/02,19.85,0.2525,1.379,17.3171,18.155,0.3544,0.2525,0.2525,21.2587,21.2587,-0.5283,-1.337,10.0033,-2.129,-38.1472,-0.5387,-0.8433,9.2606,-4.0676,-39.2801
2015/03/03,19.01,-4.2317,-2.9111,5.9056,10.3952,-1.9592,-3.9899,-3.9899,16.1274,16.1274,-2.0824,-3.3916,4.0182,-5.9638,-37.6513,-1.6827,-2.5119,3.7784,-6.6099,-38.7825
2015/03/04,19.18,0.8943,0.1045,7.3911,11.4472,-7.6547,-3.1313,-3.1313,17.1659,17.1659,0.3872,-1.4428,3.9392,-1.4693,-41.6744,0.2393,-1.3724,3.4658,-2.014,-42.8726
2015/03/05,20.4,6.3608,6.6389,12.7075,20.4255,2.5647,3.0304,3.0304,24.6186,24.6186,7.3777,8.2764,8.8233,8.9021,-35.181,7.4097,8.7725,8.5362,7.6313,-36.5203
2015/03/06,19.83,-2.7941,0.1516,8.8966,17.0607,3.8226,0.1516,0.1516,21.1366,21.1366,-2.5755,2.2872,3.3434,6.0974,-34.0305,-2.296,2.8674,3.6968,5.1601,-35.1242
2015/03/09,20.81,4.942,4.8364,17.704,20.9186,12.2444,4.942,5.1011,27.1232,27.1232,2.9966,5.9118,10.3159,4.5827,-30.0546,3.1851,6.7187,11.3218,6.1929,-31.2033
2015/03/10,21.06,1.2013,10.7838,12.9831,19.456,23.5197,6.2027,6.3637,28.6503,28.6503,1.7045,10.0079,8.0157,6.8755,-24.8612,1.694,10.384,9.3355,9.3088,-26.3998
2015/03/11,20.6,-2.1842,7.4036,9.5748,16.319,24.472,3.883,4.0405,25.8404,25.8404,-2.3278,7.0327,5.1399,3.4119,-24.314,-2.2964,7.5917,6.7606,5.0445,-25.5334
2015/03/12,21.39,3.835,4.853,11.3486,17.399,25.529,7.8669,8.0304,30.6663,30.6663,2.0238,1.696,5.5006,2.9872,-25.1325,1.8642,2.0369,6.7009,4.3413,-26.1352
2015/03/13,21.42,0.1403,8.0182,12.9154,17.5638,22.2612,8.0182,8.182,30.8497,30.8497,-0.5601,3.7998,7.2549,2.4105,-26.8151,-0.5465,3.8639,8.3015,3.7712,-27.6661
2015/03/16,21.55,0.6069,3.5561,7.9121,20.8643,22.7929,0.6069,8.8385,31.6438,31.6438,-1.6213,-0.854,0.8122,5.8742,-28.6506,-1.7826,-1.1365,1.908,7.744,-29.6569
2015/03/17,21.33,-1.0209,1.2822,8.9379,19.5633,21.5393,-0.4202,7.7274,30.2998,30.2998,-2.5339,-4.9858,0.9781,4.482,-29.7877,-2.3763,-5.0934,2.1301,6.9449,-30.6749
2015/03/18,21.57,1.1252,4.7088,10.1637,26.3626,20.8412,0.7003,8.9396,31.766,31.766,-0.9795,-3.6743,-0.0109,8.0019,-31.5924,-1.2132,-4.0414,0.8911,9.9309,-32.821
2015/03/19,20.85,-3.338,-2.5245,6.4864,23.1547,20.5211,-2.6611,5.3032,27.3676,27.3676,-3.4721,-8.8632,-3.4826,6.8701,-31.9847,-3.179,-8.7922,-2.3163,8.5107,-33.4306
2015/03/20,22.33,7.0983,4.2483,14.0451,31.8966,37.9256,4.2483,12.7779,36.4086,36.4086,6.0607,-2.7953,2.367,13.3471,-23.994,5.6446,-3.1143,3.1976,14.6359,-26.0526
2015/03/23,23.92,7.1205,10.9977,22.1657,46.3005,45.9437,7.1205,20.8082,46.1215,46.1215,5.0752,3.8214,7.5623,20.3103,-18.9686,4.9769,3.5535,8.3336,22.465,-20.6804
2015/03/24,25.1,4.9331,17.6746,28.1923,53.2364,53.9888,12.4049,26.7678,53.3299,53.3299,4.8285,11.6637,12.756,23.3944,-13.8086,4.9071,11.2793,13.6497,24.5929,-15.6404
2015/03/25,27.61,10,28.0018,44.1025,65.8266,62.9882,23.6453,39.4446,68.6628,68.6628,10.922,25.0848,27.1018,39.1821,-7.9608,10.911,24.9367,27.2188,40.3665,-10.0582
2015/03/26,25.67,-7.0264,23.1176,34.1874,54.0823,51.0011,14.9575,29.6467,56.8119,56.8119,-7.5659,19.7799,20.203,32.1342,-15.3698,-7.2521,19.681,21.1527,34.416,-17.005
2015/03/27,26.62,3.7008,19.2119,34.4446,59.7846,60.7499,19.2119,34.4446,62.6152,62.6152,3.4479,16.8291,20.5747,36.6899,-10.8741,3.1343,16.8371,20.9434,38.629,-12.7503
2015/03/30,25.59,-3.8693,6.9816,29.2426,56.6102,69.1353,-3.8693,29.2426,56.3231,56.3231,-6.293,4.1891,12.9869,30.9361,-8.8026,-6.6083,3.943,12.9512,32.4522,-10.9694
2015/03/31,25.47,-0.4689,1.4741,28.6366,55.5901,63.2704,-4.3201,28.6366,55.5901,55.5901,0.558,-0.0554,13.6174,34.2842,-11.4272,0.4395,-0.4836,13.4476,35.7152,-13.5004
2015/04/01,26.06,2.3165,-5.6138,31.6164,59.1944,62.7745,-2.1036,2.3165,2.3165,59.1944,0.641,-9.3188,14.3456,35.145,-12.5376,0.513,-9.8133,14.0295,36.4115,-14.6196
2015/04/02,28.44,9.1328,10.7909,43.2749,73.7333,79.0947,6.837,11.6609,11.6609,73.7333,8.691,6.6298,24.9434,46.8904,-3.6136,9.1095,6.0963,25.0908,48.8378,-5.3146
2015/04/03,28.44,0,6.837,49.6058,73.7333,76.9771,6.837,11.6609,11.6609,73.7333,-0.9873,2.0582,26.3409,45.4402,-6.3984,-1.0972,1.7432,25.8358,47.2047,-8.1278
2015/04/07,28.16,-0.9845,10.5616,42.0073,69.5373,76.4425,-0.9845,10.5616,10.5616,72.0229,-3.4202,4.6034,16.1901,44.3971,-8.3029,-3.0648,5.1417,15.9556,45.0124,-9.4822
2015/04/08,27.09,-3.7997,3.9525,36.6115,62.9973,69.2081,-4.7468,6.3606,6.3606,65.4865,-4.6048,-0.849,10.8398,34.3803,-11.1275,-4.6005,-0.2074,10.6211,35.0505,-11.874
2015/04/09,26.1,-3.6545,-8.2278,25.4207,57.7048,61.1123,-8.2278,2.4736,2.4736,59.4388,-2.747,-11.283,4.6587,30.9212,-14.2996,-2.8935,-11.1853,4.1045,31.2337,-15.3784
2015/04/10,26.79,2.6437,-5.8016,27.2083,61.874,64.9644,-5.8016,5.1827,5.1827,63.6539,0.6903,-9.7799,3.615,31.8249,-12.7321,0.6998,-9.5716,3.0867,32.152,-13.6616
2015/04/13,27.8,3.7701,-2.2503,29.7855,65.9711,72.1377,3.7701,9.1482,9.1482,69.8238,1.5696,-8.3639,6.2071,30.2774,-11.021,1.9708,-7.7895,6.2005,31.9205,-11.5899
2015/04/14,26.94,-3.0935,-4.3323,25.7705,60.9329,67.9565,0.56,5.7717,5.7717,64.5703,-3.418,-8.3617,2.5768,25.3992,-13.4368,-3.4671,-8.1721,2.5183,27.0015,-14.1476
2015/04/15,25.33,-5.9762,-6.4968,18.2542,52.5913,57.1353,-5.4497,-0.5494,-0.5494,54.7353,-4.7929,-8.5424,-2.3396,24.6557,-19.1465,-4.7384,-8.3049,-2.3394,25.5465,-20.0259
2015/04/16,25.74,1.6186,-1.3792,19.4434,51.5018,56.3804,-3.9193,1.0603,1.0603,57.2398,-1.0621,-6.9579,-1.7844,21.9468,-21.5225,-1.3765,-6.8724,-1.9355,22.0175,-22.6498
2015/04/17,26,1.0101,-2.9488,21.8943,53.0321,57.864,-2.9488,2.0811,2.0811,58.8281,-1.1686,-8.6757,-0.4088,20.5217,-22.7202,-0.805,-8.2641,-0.3571,21.0353,-23.5843
2015/04/20,25.25,-2.8846,-9.1726,13.0769,48.7053,46.633,-2.8846,-0.8635,-0.8635,54.2465,-1.2676,-11.2266,-3.0051,11.8902,-27.0589,-1.2906,-11.1981,-2.6606,11.6865,-27.8663
2015/04/21,26.41,4.5941,-1.9673,18.2717,52.7483,54.7172,1.577,3.6909,3.6909,61.3328,2.7295,-5.5762,-0.3578,18.2395,-25.5635,2.3922,-5.8082,-0.3321,17.3561,-26.7388
2015/04/22,27.18,2.9156,7.3037,21.7201,52.8695,56.6585,4.5386,6.7141,6.7141,66.0366,0.4618,-0.3646,0.1025,16.1977,-26.1771,0.296,-0.8303,-0.037,15.0637,-27.3922
2015/04/23,28.28,4.0471,9.868,18.2278,63.3749,66.1589,8.7693,11.0329,11.0329,72.7563,3.6696,4.4004,-1.2367,24.044,-22.1854,4.0235,4.5995,-0.9449,23.0852,-23.081
2015/04/24,28.57,1.0255,9.8848,13.8251,65.0503,79.0118,9.8848,12.1716,12.1716,74.5279,1.5043,7.224,-4.3685,25.91,-16.1947,1.8472,7.3962,-3.8341,25.3588,-16.6166
2015/04/27,27.4,-4.0952,8.515,2.9305,52.3081,87.6731,-4.0952,7.5779,7.5779,67.3806,-6.9276,1.0771,-16.0829,12.7983,-15.585,-6.1888,2.067,-14.9657,13.2569,-15.3746
2015/04/28,26.28,-4.0876,-0.4922,-1.2769,47.1456,79.8785,-8.0154,3.1806,3.1806,60.5388,-2.9909,-4.5513,-18.5927,8.6687,-19.4932,-2.7581,-3.0669,-17.3111,9.3953,-19.0115
2015/04/29,26.3,0.0761,-3.2376,-1.2018,49.0096,79.5239,-7.9454,3.2591,3.2591,60.6609,0.0671,-4.9262,-18.5381,8.5897,-18.9834,-0.6044,-3.937,-17.8108,8.6694,-18.837
2015/04/30,25.93,-1.4068,-8.3097,1.3291,50.8447,82.0944,-9.2404,1.8064,1.8064,58.4008,-0.6306,-8.87,-13.6156,9.0283,-16.9297,-0.8995,-8.4833,-12.7868,9.0682,-17.244
2015/05/04,25.91,-0.0771,-5.4379,-8.8956,45.0739,81.954,-0.0771,-0.0771,1.7279,58.2786,-0.9427,-4.4473,-21.432,2.7757,-17.7128,-0.8672,-5.0458,-20.6399,3.0777,-17.9617
2015/05/05,24.97,-3.6279,-4.9847,-12.2008,37.9569,72.3275,-3.7022,-3.7022,-1.9627,52.5364,0.4469,-1.0611,-21.0809,0.6596,-18.7312,0.3744,-1.9871,-20.3428,1.0467,-19.1573
2015/05/06,24.6,-1.4818,-6.4638,-13.5018,35.0917,67.5767,-5.1291,-5.1291,-3.4154,50.2762,0.1358,-0.9932,-20.9737,-1.749,-19.6469,-0.5404,-1.924,-20.7732,-1.724,-20.6032
2015/05/07,23.11,-6.0569,-10.8754,-17.933,26.9094,63.9025,-10.8754,-10.8754,-9.2654,41.1741,-3.3828,-3.7354,-20.9432,-5.0726,-19.8832,-4.3075,-5.2968,-21.789,-5.9573,-21.6317
2015/05/08,24.49,5.9714,-5.5534,-9.5974,34.4876,73.6898,-5.5534,-5.5534,-3.8473,49.6042,3.6104,-0.2598,-14.1349,-1.6453,-16.7805,3.9183,-1.586,-14.805,-2.2725,-18.6304
2015/05/11,25.44,3.8791,-1.814,-5.039,35.3201,87.6126,3.8791,-1.8897,-0.1174,55.4075,0.8188,1.5139,-11.5968,-1.3977,-12.937,0.9529,0.2209,-12.046,-0.9264,-14.6471
2015/05/12,25.25,-0.7469,1.1212,-5.7482,31.4428,82.7081,3.1032,-2.6225,-0.8634,54.2467,-2.2721,-1.2341,-13.6054,-5.2255,-14.7835,-1.9362,-2.0863,-13.7489,-4.676,-16.0985
2015/05/13,26.1,3.3663,6.0974,-6.115,37.5864,86.2974,6.574,0.6555,2.4738,59.4391,3.9678,2.5454,-11.5656,0.7377,-12.695,4.0012,2.3848,-12.0316,1.1783,-14.1302
2015/05/14,26.28,0.6897,13.7169,-2.4497,38.5354,88.3891,7.309,1.3497,3.1806,60.5388,0.631,6.8056,-7.8581,1.3734,-11.8875,1.0679,8.1362,-7.899,2.2589,-12.9393
2015/05/15,24.98,-4.9467,2.0008,-1.3816,31.6824,88.1046,2.0008,-3.6637,-1.9235,52.5974,-3.4108,-0.4321,-6.5205,-2.0843,-11.5958,-3.2318,0.696,-6.4423,-1.046,-12.6548
2015/05/18,27.48,10.008,8.0189,5.6925,40.3481,109.6133,10.008,5.9776,7.892,67.8693,10.6552,9.2822,5.7867,6.3848,-0.8378,11.0258,10.7432,6.1776,8.052,-1.6813
2015/05/19,29.33,6.7322,16.1585,12.8079,49.7966,118.883,17.414,13.1122,15.1555,79.1706,3.4932,15.7291,9.4819,10.1009,-0.6463,3.2112,16.5561,9.5871,11.5218,-2.1456
2015/05/20,32.26,9.9898,23.6017,27.7626,64.761,140.749,29.1434,24.4119,26.6593,97.0694,9.2789,21.6411,21.1766,20.3172,8.7262,9.4416,22.6532,21.502,22.0512,7.1252
2015/05/21,35.49,10.0124,35.0458,34.3811,81.2575,152.0626,42.0737,36.8685,39.341,116.8008,7.9933,30.5405,27.3857,29.9343,12.6885,8.0567,31.1346,28.2237,31.8844,11.2138
2015/05/22,37.03,4.3393,48.2387,36.2401,89.1228,164.3145,48.2387,42.8077,45.3874,126.2085,1.468,37.1341,28.6614,31.8418,14.7004,2.0137,38.2429,30.4197,34.5402,13.7514
2015/05/25,37.2,0.4591,35.3713,30.2067,94.1557,155.4976,0.4591,43.4633,46.0549,127.247,-2.8007,20.4583,18.8436,30.2298,7.9816,-2.4596,21.4517,20.0736,32.4479,7.6413
2015/05/26,40.92,10,39.516,43.2274,113.9063,177.8038,10.505,57.8096,60.6604,149.9717,7.8251,25.5004,28.1432,43.6687,15.4782,7.8963,26.965,29.5551,46.7336,15.2047
2015/05/27,45.01,9.9951,39.5227,64.2703,127.3246,215.642,21.5501,73.5829,76.7185,174.9566,9.3092,25.5351,50.4982,52.2782,29.9473,10.3663,28.0376,52.4178,56.7516,30.8082
2015/05/28,45.35,0.7554,27.7826,72.5649,129.0418,198.3589,22.4683,74.8941,78.0534,177.0336,7.7653,25.2702,67.1851,64.1032,32.3892,7.9968,27.9667,69.2752,69.2867,33.8946
2015/05/29,49.89,10.011,34.7286,89.696,151.9712,234.3873,34.7286,92.4028,95.8784,204.7675,10.2142,36.0681,84.1382,80.865,47.9515,9.856,37.8041,87.0897,85.9716,48.8716
2015/06/01,51.81,3.8485,39.2742,99.8074,161.6683,242.2103,3.8485,3.8485,103.4168,216.4964,-0.8182,38.8434,83.7908,79.3852,44.5106,-0.9663,39.9139,86.9636,84.1745,45.3783
2015/06/02,49.7,-4.0726,21.4565,91.67,150.3794,228.2735,-0.3808,-0.3808,95.1324,203.6068,-5.6704,21.4657,73.3692,70.112,36.3232,-5.6651,22.3282,76.3719,74.6819,37.1426
2015/06/03,53.6,7.8471,19.0847,106.7106,181.9586,258.7728,7.4364,7.4364,110.4446,227.4311,7.8592,19.8544,86.9945,87.3836,48.9317,8.2303,19.9608,90.8879,92.2947,49.9602
2015/06/04,50.5,-5.7836,11.3561,94.9055,163.2965,233.1173,1.2227,1.2227,98.2734,208.4938,-6.4906,3.9992,76.5213,74.5453,36.337,-6.4714,3.8898,80.0965,79.421,36.8288
2015/06/05,50.51,0.0198,1.2427,102.2827,147.5994,233.1833,1.2427,1.2427,98.3126,208.5549,-1.4934,-7.0482,73.1115,60.1252,35.3652,-0.9198,-6.3008,77.7744,65.5073,36.9925
2015/06/08,50.92,0.8117,-1.7179,107.9217,156.7839,244.5236,0.8117,2.0645,99.9223,211.0594,-1.3253,-7.5235,70.406,62.18,36.2789,-1.5082,-6.8135,77.0325,66.8418,37.3731
2015/06/09,47.75,-6.2255,-3.9236,94.9775,129.458,223.9519,-5.4643,-4.2895,87.4762,191.6944,-5.8891,-7.7378,60.3706,48.1885,28.6296,-5.5856,-6.7349,67.1443,52.6604,30.0254
2015/06/10,47.9,0.3141,-10.6344,95.5899,127.4465,217.6427,-5.1674,-3.9889,88.065,192.6106,0.4614,-14.0658,61.1106,46.3772,27.6801,0.4718,-13.4206,67.9329,50.8258,29.3083
2015/06/11,46.51,-2.9019,-7.9011,82.8222,125.7776,208.2206,-7.9193,-6.775,82.6076,184.1194,-3.1969,-11.0389,54.6934,45.0747,23.6617,-2.8558,-10.0736,61.5974,49.9621,25.5032
2015/06/12,50,7.5038,-1.0098,98.0199,133.755,220.7218,-1.0098,0.2204,96.3101,205.4391,6.5725,-3.7547,68.6935,51.5428,27.3618,6.9291,-2.9499,76.2063,57.4185,29.4531
2015/06/15,55,10,8.0125,120.1761,156.7703,254.1571,10,10.2424,115.9411,235.983,12.2456,9.4821,87.3737,71.0582,44.8396,12.4007,10.7552,94.7177,77.9118,47.6171
2015/06/16,49.88,-9.3091,4.4607,99.6797,131.4625,212.7308,-0.24,-0.0201,95.8389,204.706,-6.0514,9.2932,76.0349,63.355,33.4685,-6.5095,9.6714,82.0427,69.3494,35.3379
2015/06/17,47.4,-4.9719,-1.0438,89.7518,122.2231,204.435,-5.2,-4.991,86.102,189.5564,-6.5111,1.7077,64.5731,56.6891,26.6418,-6.3405,2.2353,70.5001,62.4725,28.5363
2015/06/18,43.37,-8.5021,-6.7512,57.8239,101.0671,184.0242,-13.26,-13.0688,70.2794,164.938,-5.0119,-0.1993,41.272,50.3084,22.0006,-4.6369,0.3607,46.4472,56.8417,24.4408
2015/06/19,39.05,-9.9608,-21.9,33.1401,87.291,175.197,-21.9,-21.7278,53.3182,138.548,-3.7886,-9.902,31.3321,49.8154,24.3528,-4.2619,-10.1428,35.8435,55.0875,26.2266
2015/06/23,39.42,0.9475,-20.9703,6.4542,64.8,175.2826,0.9475,-20.9862,54.7709,140.8083,-1.217,-15.6009,8.3406,32.7956,21.7622,-2.196,-16.3679,10.1294,36.7704,22.7482
2015/06/24,39.93,1.2938,-15.7595,7.8315,59.0844,172.563,2.2536,-19.9639,56.7733,143.9239,-1.1609,-10.7709,7.0829,25.2084,18.1935,-0.6581,-11.2939,9.4047,29.515,19.7918
2015/06/25,39.84,-0.2254,-8.1392,7.0967,44.2962,170.8393,2.0231,-20.1443,56.42,143.3741,3.3527,-2.9134,13.8619,16.6642,21.1537,3.455,-3.7666,16.0386,20.8083,22.7663
2015/06/26,35.86,-9.99,-8.169,-12.3657,39.6966,141.1593,-8.169,-28.1219,40.7936,119.061,-2.8004,-1.9163,2.6415,22.6788,17.2574,-2.3029,-1.7975,5.0698,27.2548,19.522
2015/06/29,32.27,-10.0112,-17.3624,-35.3178,21.225,115.8551,-10.0112,-35.3178,26.6985,97.1304,-6.9062,-8.6902,-26.4013,10.3999,8.4544,-6.9058,-8.5791,-25.2985,14.8666,10.7335
2015/06/30,35.44,9.8234,-10.0964,-28.9638,38.4921,137.8548,-1.1712,-28.9638,39.1446,116.4953,4.0669,-3.8059,-23.4081,22.6054,13.9066,2.9131,-3.8035,-23.1223,26.5774,15.1319
