600198 大唐電信 -- 20080101-99999999,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
年月日,未調整收盤價(元),日回報率 %,週回報率 %,月回報率 %,季回報率 %,年回報率 %,本週以來回報率 %,本月以來回報率 %,本季以來回報率 %,本年以來回報率 %,與大盤比%-日回報率,與大盤比%-週回報率,與大盤比%-月回報率,與大盤比%-季回報率,與大盤比%-年回報率,與滬深300比-日回報率,與滬深300比-週回報率,與滬深300比-月回報率,與滬深300比-季回報率,與滬深300比-年回報率
2008/01/02,18.96,0,5.0998,9.659,-1.0439,47.7777,0,0,0,0,-0.2133,4.3132,1.3185,4.2013,-25.0161,-0.8696,2.7562,-3.5303,2.5522,-43.9901
2008/01/03,19.38,2.2152,2.3231,17.9552,1.1482,51.0513,2.2152,2.2152,2.2152,2.2152,1.3112,2.112,7.9496,5.5676,-24.0329,1.519,1.2945,3.8284,4.11,-43.1393
2008/01/04,19.41,0.1548,2.3734,19.889,1.3048,52.3539,2.3734,2.3734,2.3734,2.3734,-0.6244,0.4638,9.9228,4.9084,-22.8303,-0.9706,-0.3405,5.5811,3.0996,-42.5697
2008/01/07,19.77,1.8547,4.2721,19.7457,3.1837,47.5364,1.8547,4.2721,4.2721,4.2721,1.2548,1.7243,13.0497,6.2248,-27.7455,0.5176,0.1752,8.6421,3.6332,-44.962
2008/01/08,19.74,-0.1517,4.114,19.5641,2.9197,42.0137,1.7002,4.114,4.114,4.114,-0.0254,1.6986,13.0209,8.7707,-28.6257,0.3638,0.5397,9.0374,5.2481,-45.2414
2008/01/09,19.98,1.2158,5.3798,21.0177,5.1579,43.4308,2.9367,5.3798,5.3798,5.3798,0.2983,2.22,13.358,10.5762,-25.9124,-0.3294,1.0876,8.6782,6.3222,-43.7884
2008/01/10,19.77,-1.0511,2.0124,14.0139,5.2715,37.6733,1.8547,4.2721,4.2721,4.2721,-1.4271,-0.5429,7.8578,11.3472,-28.7081,-2.0698,-2.4859,3.1879,5.5238,-45.244
2008/01/11,19.19,-2.9337,-1.1334,5.3818,5.0356,30.8998,-1.1334,1.2131,1.2131,1.2131,-3.4316,-3.3523,-0.5668,13.2428,-33.8871,-3.3935,-4.8717,-4.9572,6.1583,-48.7435
2008/01/14,19.12,-0.3648,-3.2878,0,8.1448,42.2612,-0.3648,0.8439,0.8439,0.8439,-0.6044,-5.127,-8.9122,16.1184,-30.961,-0.9317,-6.2433,-13.1566,8.2477,-46.0483
2008/01/15,19.6,2.5105,-0.7092,2.5105,5.6034,32.6111,2.1365,3.3756,3.3756,3.3756,3.5294,-1.7535,-5.6973,16.9768,-31.9207,3.1459,-3.6443,-10.4246,7.9205,-46.7519
2008/01/16,19.09,-2.602,-4.4544,-0.1568,5.0055,23.4795,-0.5211,0.6857,0.6857,0.6857,0.218,-1.8321,-5.4917,20.9122,-34.1591,0.7722,-2.5794,-9.7329,12.0904,-47.2087
2008/01/17,18.42,-3.5097,-6.8285,-3.661,-2.5912,8.2888,-4.0125,-2.848,-2.848,-2.848,-0.9066,-1.3138,-8.8011,14.136,-41.5866,-0.9904,-1.5058,-12.7881,5.7324,-53.4015
2008/01/18,18.88,2.4973,-1.6154,3.9648,0.1592,8.2565,-1.6154,-0.4219,-0.4219,-0.4219,1.9257,4.1609,-2.9457,12.6249,-42.3877,1.5727,3.5575,-7.2595,3.8826,-53.6724
2008/01/21,18.66,-1.1653,-2.4058,7.9237,-3.6655,1.4678,-1.1653,-1.5822,-1.5822,-1.5822,4.1859,9.181,12.0378,14.0473,-41.5237,3.9964,8.7088,7.0034,5.1022,-52.7521
2008/01/22,17.73,-4.9839,-9.5408,2.5449,-4.882,-4.6264,-6.0911,-6.4873,-6.4873,-6.4873,2.407,7.9973,14.7347,18.2224,-38.6481,2.8484,8.3953,10.0513,9.5004,-50.0186
2008/01/23,17.42,-1.7484,-8.748,0.752,-6.6951,1.8712,-7.733,-8.1223,-8.1223,-8.1223,-4.742,2.6523,9.294,14.5395,-36.1195,-6.1177,0.9843,3.3187,3.9008,-48.6433
2008/01/24,17.83,2.3536,-3.203,2.0024,-2.3013,3.6626,-5.5614,-5.9598,-5.9598,-5.9598,2.0349,5.6995,13.1703,21.0036,-34.6275,1.2928,3.3129,5.653,8.5972,-47.6983
2008/01/25,17.87,0.2243,-5.3496,2.5244,3.0566,12.6022,-5.3496,-5.7489,-5.7489,-5.7489,-0.7009,2.9757,11.9872,20.3859,-32.4303,-0.7669,0.9333,5.3388,8.26,-45.6038
2008/01/28,16.98,-4.9804,-9.0032,-10.443,3.0966,4.8146,-4.9804,-10.443,-10.443,-10.443,2.3814,1.1921,6.6256,30.3989,-31.6329,1.9584,-1.0447,1.0338,17.54,-44.3372
2008/01/29,16.17,-4.7703,-8.7986,-14.7151,3.3227,-5.3834,-9.5131,-14.7151,-14.7151,-14.7151,-5.596,-6.7158,0.6589,33.2223,-37.489,-5.3742,-8.956,-4.3959,19.5145,-48.8001
2008/01/30,16.18,0.0618,-7.1183,-14.6624,2.9262,-1.5218,-9.4572,-14.6624,-14.6624,-14.6624,0.9699,-1.1224,1.6352,37.3914,-34.6748,1.1543,-1.9039,-3.2924,22.2721,-46.652
2008/01/31,15.43,-4.6354,-13.4605,-18.6181,-6.5415,-2.5886,-13.6542,-18.6181,-18.6181,-18.6181,-3.8858,-6.8598,-2.314,26.9615,-38.0797,-2.7726,-5.841,-5.9737,15.0641,-49.7104
2008/02/01,14.73,-4.5366,-17.5714,-22.3101,-6.2977,-6.1187,-17.5714,-4.5366,-22.3101,-22.3101,-3.1529,-9.1599,-5.3941,28.2599,-39.4784,-3.5249,-8.4579,-9.288,14.8794,-50.8172
2008/02/04,15.47,5.0238,-8.8928,-20.2988,-0.3863,2.0446,5.0238,0.2593,-18.4071,-18.4071,-2.8753,-13.824,-8.5385,23.1864,-41.6145,-2.9998,-12.9095,-11.7086,10.1343,-52.6279
2008/02/05,15.9,2.7796,-1.6698,-18.0834,-1.8517,-1.6091,7.943,3.0461,-16.1392,-16.1392,4.399,-4.7001,-4.515,20.2276,-44.1159,3.3705,-4.8613,-8.7327,6.8921,-54.5853
2008/02/13,15.95,0.3145,0.3145,-16.8837,14.5013,-6.7798,0.3145,3.3702,-15.8754,-15.8754,2.7488,2.7488,1.5127,31.5179,-41.2148,2.5171,2.5171,-1.6437,17.4294,-51.1722
2008/02/14,16.13,1.1285,1.4465,-15.638,15.7934,-6.1119,1.4465,4.5367,-14.9261,-14.9261,-0.2398,2.5024,1.8851,37.6778,-40.0846,-0.2012,2.3107,-0.9186,22.0961,-50.2046
2008/02/15,16.33,1.2399,2.7044,-16.6837,17.2292,-8.5156,2.7044,5.8329,-13.8713,-13.8713,2.4823,5.0468,0.8546,39.8591,-39.1137,2.6479,5.0199,-1.397,23.7515,-49.2787
2008/02/18,16.64,1.8983,4.654,-11.8645,19.4545,-11.1588,1.8983,7.8419,-12.2363,-12.2363,0.314,5.3767,-0.0499,39.0171,-41.6858,-0.1285,4.885,-2.8288,21.8058,-51.5774
2008/02/19,16.67,0.1803,4.8427,-11.7056,19.6699,-10.9987,2.082,8.0363,-12.078,-12.078,-1.8847,3.3907,-1.9337,35.2051,-42.7849,-2.0098,2.777,-4.7818,19.0421,-52.5506
2008/02/20,16.18,-2.9394,1.4419,-14.3009,16.1523,-13.6148,-0.9186,4.8607,-14.6624,-14.6624,-0.8722,-0.253,-2.789,34.6333,-43.2839,-0.7241,-0.4724,-5.4713,19.954,-52.8942
2008/02/21,16.99,5.0062,5.3317,-8.9496,21.9671,-9.2901,4.0416,10.1102,-10.3902,-10.3902,5.9304,5.9165,-1.1612,40.4764,-39.9204,5.7101,5.423,-3.9134,25.0086,-50.2043
2008/02/22,17.35,2.1189,6.2462,-2.1433,24.5515,-7.3681,6.2462,12.4434,-8.4915,-8.4915,5.785,9.3298,2.099,42.0464,-36.4448,5.893,8.7558,-1.069,26.4156,-47.2698
2008/02/25,16.48,-5.0144,-0.9615,-7.7784,18.306,-12.013,-5.0144,6.805,-13.0801,-13.0801,-0.9873,7.9115,4.741,41.9976,-37.0722,-1.18,7.6108,3.5998,27.1107,-47.892
2008/02/26,16.46,-0.1214,-1.2597,-7.8903,12.5087,-14.9796,-5.1297,6.6753,-13.1856,-13.1856,-1.1971,8.668,3.4873,31.6396,-39.0037,-0.0274,9.7878,3.5714,19.5984,-49.019
2008/02/27,17.25,4.7995,6.6131,-3.4695,12.3049,-13.6639,-0.5764,11.7952,-9.019,-9.019,2.4814,12.3442,6.0552,25.9619,-44.7847,1.9934,12.7929,5.6359,14.0326,-54.2716
2008/02/28,17.08,-0.9855,0.5297,0.5889,5.8898,-20.3361,-1.5562,10.6935,-9.9156,-9.9156,-0.1902,5.8529,3.3912,18.2991,-46.6177,-0.6061,6.0535,2.9789,6.5012,-56.1431
2008/02/29,16.9,-1.0539,-2.5937,4.5144,-0.236,-21.1756,-2.5937,9.5269,-10.865,-10.865,-2.1696,-2.1067,7.1437,14.7858,-47.7759,-2.165,-2.0168,6.4713,3.3391,-57.0925
2008/03/03,16.9,0,2.5485,14.7318,2.8608,-12.3902,0,0,-10.865,-10.865,-2.0216,-3.1293,11.6944,12.8341,-44.1067,-2.4254,-3.2517,9.4917,2.4726,-54.1224
2008/03/04,17.75,5.0296,7.8372,14.7381,9.6358,-7.9837,5.0296,5.0296,-6.3819,-6.3819,7.5204,5.4178,23.6495,24.3138,-39.9032,7.7187,4.2446,21.5905,13.3456,-50.5812
2008/03/05,17.28,-2.6479,0.1739,8.6792,6.6668,-9.8595,2.2485,2.2485,-8.8608,-8.8608,-1.6775,1.1397,16.4526,25.303,-41.512,-1.7556,0.4129,15.561,14.4378,-51.7899
2008/03/06,17.32,0.2315,1.4051,8.9307,4.4633,-11.633,2.4852,2.4852,-8.6498,-8.6498,-1.339,-0.0245,14.8932,20.6101,-42.4494,-0.9731,0.0421,14.4363,10.8409,-52.4636
2008/03/07,16.98,-1.963,0.4734,6.7924,2.8469,-14.1125,0.4734,0.4734,-10.443,-10.443,-0.5845,1.5954,14.2217,21.7692,-42.1509,-0.6193,1.6227,13.7277,12.1858,-51.8792
2008/03/10,16.18,-4.7114,-4.2603,1.761,-6.6896,-14.1646,-4.7114,-4.2603,-14.6624,-14.6624,-1.1673,2.4812,12.8884,16.1662,-39.1803,-0.624,3.4989,13.018,8.091,-49.4202
2008/03/11,16.34,0.9889,-7.9436,2.7673,-10.2689,-13.3158,-3.7691,-3.3135,-13.8185,-13.8185,0.5143,-4.1965,13.469,11.4686,-38.8676,0.7707,-3.1769,13.8891,3.8502,-49.0304
2008/03/12,16.08,-1.5912,-6.9443,1.1321,-15.8995,-15.635,-5.3003,-4.852,-15.1898,-15.1898,0.7241,-1.8564,14.2907,5.2887,-38.7508,1.4123,-0.0547,15.4977,-0.9174,-48.7865
2008/03/13,16.7,3.8557,-3.5796,4.7022,-12.6568,-16.291,-1.649,-1.1833,-11.9198,-11.9198,6.441,5.8828,18.3977,9.0462,-37.5059,6.5934,7.582,20.0902,1.599,-47.3667
2008/03/14,16.3,-2.3952,-4.0047,1.0539,-14.7489,-16.6669,-4.0047,-3.5502,-14.0295,-14.0295,-2.1837,4.1795,16.0905,7.7378,-38.8812,-1.4306,6.7037,18.6108,2.0595,-47.9433
2008/03/17,15.49,-4.9693,-4.2645,-5.1439,-18.9852,-21.3308,-4.9693,-8.3431,-18.3016,-18.3016,-1.4213,3.9118,11.6687,3.4252,-39.6503,-0.3537,6.9939,15.1423,-0.7606,-48.3336
2008/03/18,14.72,-4.9709,-9.9143,-11.5383,-18.9426,-25.2413,-9.6932,-12.8993,-22.3627,-22.3627,-1.0559,2.2885,10.1437,6.8461,-40.2874,0.1121,6.2946,15.4199,4.013,-48.2757
2008/03/19,14.82,0.6793,-7.8358,-11.0977,-14.0869,-24.2333,-9.0797,-12.3076,-21.8354,-21.8354,-1.8021,-0.2769,10.2365,12.8676,-39.2827,-2.5546,2.1366,14.7781,9.2738,-48.1869
2008/03/20,14.82,0,-11.2574,-8.4054,-17.5291,-25.3026,-9.0797,-12.3076,-21.8354,-21.8354,-1.1159,-7.3568,9.9654,9.3423,-40.459,-2.823,-6.886,12.3514,3.8078,-50.1109
2008/03/21,14.08,-4.9933,-13.6196,-17.1277,-18.5656,-32.0137,-13.6196,-16.6863,-25.7383,-25.7383,-4.8061,-9.8406,-1.18,9.4301,-45.2507,-5.8403,-11.0517,0.0754,2.8933,-54.4957
2008/03/24,13.38,-4.9716,-13.6217,-22.8818,-23.4553,-35.1432,-4.9716,-20.8283,-29.4303,-29.4303,-0.5064,-9.0038,-7.0572,10.489,-45.0143,-0.5187,-11.1989,-5.9841,3.3364,-54.3264
2008/03/25,12.83,-4.1106,-12.8398,-22.1481,-26.3912,-37.8092,-8.8778,-24.0828,-32.3312,-32.3312,-4.2012,-11.8967,-10.0742,5.48,-47.3244,-5.3058,-16.0048,-9.9095,-1.6833,-56.7498
2008/03/26,12.19,-4.9883,-17.7463,-25.9416,-32.4279,-42.4458,-13.4233,-27.8698,-35.7067,-35.7067,-4.3887,-14.2174,-12.979,-1.9567,-50.1697,-5.197,-18.2824,-14.5679,-9.1123,-59.3598
2008/03/27,11.58,-5.0041,-21.8624,-32.8695,-38.8595,-45.3259,-17.7557,-31.4792,-38.924,-38.924,0.436,-12.871,-14.7158,-4.8546,-49.6958,-0.8117,-16.5911,-16.9175,-12.462,-59.3982
2008/03/28,11.29,-2.5043,-19.8153,-33.8992,-40.4535,-44.2746,-19.8153,-33.1952,-40.4535,-40.4535,-7.0971,-14.968,-20.6176,-12.4876,-50.6116,-6.7154,-17.3663,-22.0242,-18.8713,-60.2111
2008/03/31,11.28,-0.0886,-15.6951,-33.2544,-40.5063,-41.7657,-0.0886,-33.2544,-40.5063,-40.5063,3.0023,-11.9693,-16.421,-9.8602,-46.6075,3.2754,-14.2148,-17.6883,-16.2141,-57.2635
2008/07/01,5.79,-3.9801,-7.508,-38.0749,-45.9889,-72.2303,-8.2409,-3.9801,-3.9801,-69.4621,-0.9202,-2.2265,-19.8181,-32.1878,-59.9868,-0.6539,-2.2441,-17.1227,-28.2844,-61.2629
2008/07/02,5.9,1.8998,-10.198,-36.8985,-42.0434,-70.2171,-6.4976,-2.1559,-2.1559,-68.8819,1.8952,-1.6202,-17.6873,-26.8282,-56.9128,1.8526,-1.2185,-15.2485,-23.83,-58.5446
2008/07/03,6.2,5.0847,-6.6266,-34.6682,-35.8844,-68.9691,-1.7433,2.8192,2.8192,-67.2996,3.0711,0.223,-16.9582,-18.2707,-55.2395,2.7621,0.8245,-14.4696,-15.2123,-56.924
2008/07/04,6.28,1.2903,-0.4755,-30.377,-35.0571,-66.9127,-0.4755,4.1458,4.1458,-66.8777,2.5664,2.4523,-12.1225,-16.1732,-52.7075,1.9834,2.2167,-9.9342,-13.5306,-54.8248
2008/07/07,6.59,4.9363,9.2868,-22.924,-35.0741,-62.5994,4.9363,9.2868,9.2868,-65.2427,0.3326,7.0837,-8.0942,-16.3055,-49.3539,-0.1931,5.8391,-6.7018,-13.3842,-51.8638
2008/07/08,6.61,0.3035,14.1622,-22.6901,-36.0118,-62.4859,5.2548,9.6185,9.6185,-65.1372,-0.5,7.5379,-8.5537,-17.8813,-49.6072,-0.3559,6.1564,-7.0339,-14.1989,-52.0351
2008/07/09,6.84,3.4796,15.9322,-20,-30.2755,-63.0271,8.9172,13.4328,13.4328,-63.9241,-0.262,5.2612,-8.7931,-18.4972,-50.8403,-0.4084,3.8,-7.4135,-14.7127,-53.1419
2008/07/10,6.67,-2.4854,7.5806,-17.8572,-32.0084,-65.6717,6.2102,10.6135,10.6135,-64.8207,-0.9561,1.1485,-12.2328,-17.9088,-54.0013,-1.1279,-0.1293,-11.4257,-14.1521,-56.4152
2008/07/11,6.86,2.8486,9.2357,-11.0247,-33.3983,-64.7664,9.2357,13.7644,13.7644,-63.8186,3.5261,2.0949,-5.8043,-18.5641,-52.3205,3.5531,1.4079,-5.3973,-14.6768,-54.7894
2008/07/14,6.92,0.8746,5.0076,-1.9831,-29.3158,-65.3308,0.8746,14.7594,14.7594,-63.5022,0.1168,1.8752,-2.3051,-19.0404,-52.8505,0.1161,1.7221,-1.8762,-16.004,-55.4957
2008/07/15,6.57,-5.0578,-0.6051,-6.9406,-30.5499,-67.0843,-4.2274,8.9551,8.9551,-65.3482,-1.6827,0.6644,-3.949,-16.3347,-53.6438,-0.9681,1.0972,-2.8262,-12.7721,-55.9265
2008/07/16,6.29,-4.2618,-8.041,-6.815,-30.0336,-66.86,-8.3091,4.3117,4.3117,-66.825,-1.6584,-0.7451,-1.0213,-14.8882,-53.1914,-0.5174,0.9865,0.1985,-10.9618,-55.3651
2008/07/17,6.09,-3.1797,-8.6957,-6.3079,-28.6887,-67.7608,-11.2246,0.9949,0.9949,-67.8798,-2.4192,-2.2112,-2.47,-14.3997,-53.2141,-2.1991,-0.1077,-2.0127,-11.1485,-55.0511
2008/07/18,6.39,4.9261,-6.8514,-4.6271,-21.2086,-66.0108,-6.8514,5.97,5.97,-66.2976,1.3917,-4.2274,0.9596,-12.2386,-51.9217,1.2964,-2.2846,1.3285,-8.4185,-54.0342
2008/07/21,6.61,3.4429,-4.4798,7.6546,-14.2674,-67.1146,3.4429,9.6184,9.6184,-65.1372,0.4405,-3.9177,6.538,-6.6104,-53.353,0.0462,-2.3527,5.3846,-3.7683,-55.131
2008/07/22,6.62,0.1513,0.761,7.8174,-9.8095,-67.0648,3.5994,9.7843,9.7843,-65.0845,0.6897,-1.5993,7.2727,-0.2496,-53.0312,0.3688,-1.0345,5.7731,2.3472,-54.9655
2008/07/23,6.59,-0.4532,4.7694,10.5703,-14.5268,-67.8695,3.1299,9.2867,9.2867,-65.2427,-0.1632,-0.1032,7.5534,-1.2599,-52.2959,0.2864,-0.235,6.9894,2.3821,-53.6797
2008/07/24,6.68,1.3657,9.688,6.709,-17.5311,-66.3478,4.5383,10.7793,10.7793,-64.768,-1.1575,1.1885,2.7758,1.5323,-51.3154,-1.836,0.1355,2.213,4.5485,-52.966
2008/07/25,7.01,4.9401,9.7026,6.6968,-17.6266,-65.1938,9.7026,16.2519,16.2519,-63.0275,6.5953,6.3816,8.1833,2.2876,-47.4712,6.3026,5.0842,7.798,6.5838,-49.6071
2008/07/28,6.96,-0.7133,5.2949,10.3009,-15.8407,-67.2164,-0.7133,15.4226,15.4226,-63.2913,-2.0099,3.7863,4.4278,0.7335,-50.9282,-1.4393,3.5238,4.9055,5.9973,-52.3103
2008/07/29,6.89,-1.0057,4.0785,9.1916,-18.9414,-67.5461,-1.7118,14.2618,14.2618,-63.6604,0.8247,3.9254,5.289,0.2005,-50.5235,0.8756,4.0467,5.8241,5.3653,-51.8926
2008/07/30,6.94,0.7257,5.3111,15.091,-22.2846,-66.9997,-0.9985,15.091,15.091,-63.3967,1.2101,5.3549,11.0109,1.179,-48.3386,1.4676,5.2721,11.3975,6.6722,-49.5422
2008/07/31,6.81,-1.8732,1.9461,12.9352,-23.7404,-67.9832,-2.853,12.9352,12.9352,-64.0824,0.2815,6.8887,11.3236,1.464,-48.4285,0.8963,8.2024,12.396,7.6283,-49.0906
2008/08/01,6.9,1.3216,-1.5692,19.1708,-22.7325,-68.1295,-1.5692,1.3216,14.4277,-63.6077,0.3777,0.654,12.7818,1.8472,-51.0815,0.0526,1.8406,13.1953,7.6851,-51.866
2008/08/04,6.65,-3.6232,-4.454,5.8917,-25.5321,-69.0555,-3.6232,-2.3495,10.2818,-64.9263,-1.5114,1.1661,3.1168,0.3078,-48.5252,-1.2725,2.013,4.6965,6.3147,-48.689
2008/08/05,6.65,0,-3.4833,5.8917,-28.8011,-69.0555,-3.6232,-2.3495,10.2818,-64.9263,1.8951,2.2402,5.071,-0.4812,-47.5497,2.5923,3.749,7.4106,6.8287,-47.3588
2008/08/06,6.46,-2.8571,-6.9164,2.8662,-31.0567,-69.413,-6.3768,-5.1395,7.1309,-65.9283,-3.8795,-2.9013,0.9947,-5.3455,-47.9439,-3.5215,-1.3522,3.6281,1.5998,-47.136
2008/08/07,6.53,1.0836,-4.1115,-0.9105,-28.163,-68.2085,-5.3623,-4.1115,8.2918,-65.5591,0.7793,-2.4192,1.4443,-5.7349,-45.7874,1.1301,-1.1236,5.0019,0.907,-44.7887
2008/08/08,6.2,-5.0536,-10.1449,-6.2027,-35.0106,-68.2216,-10.1449,-8.9574,2.8191,-67.2997,-0.6134,-3.3828,1.3288,-8.7945,-43.13,-0.3281,-1.4998,5.0313,-1.5669,-42.757
2008/08/11,5.89,-5,-11.4285,-14.14,-39.9593,-68.8691,-5,-13.5095,-2.3218,-68.9347,0.217,-1.6872,-0.7032,-12.1657,-40.1428,0.2066,-0.024,3.2181,-5.2051,-40.1074
2008/08/12,5.6,-4.9236,-15.7894,-18.3674,-40.2986,-70.4018,-9.6774,-17.7679,-7.1311,-70.4642,-4.4254,-7.7855,-5.0975,-11.8767,-42.7916,-4.4313,-6.8685,-1.3558,-4.6179,-42.7614
2008/08/13,5.45,-2.6786,-15.6347,-20.554,-38.8329,-70.4127,-12.0968,-19.9706,-9.6187,-71.2553,-2.245,-6.2173,-7.2279,-10.9797,-41.7029,-2.6992,-6.0749,-4.0185,-3.6288,-42.861
2008/08/14,5.5,0.9174,-15.7734,-20.5203,-39.2937,-71.5617,-11.2904,-19.2364,-8.7895,-70.9916,1.299,-5.7338,-6.1325,-8.8954,-43.1397,0.9654,-6.2279,-3.2043,-1.2263,-44.1883
2008/08/15,5.5,0,-11.2904,-16.2862,-38.4789,-71.5617,-11.2904,-19.2364,-8.7895,-70.9916,-0.552,-5.6755,-5.053,-8.687,-43.4872,-0.1676,-6.077,-2.4219,-0.7646,-44.2449
2008/08/18,5.23,-4.9091,-11.2055,-18.1534,-39.3273,-72.9717,-4.9091,-23.2012,-13.2671,-72.4157,0.45,-5.4563,-1.9773,-5.2134,-45.7474,0.6076,-5.7011,-0.3909,3.2309,-45.9464
2008/08/19,5.26,0.5736,-6.0715,-17.6839,-39.4708,-72.8167,-4.3637,-22.7607,-12.7696,-72.2575,-0.4817,-1.5551,-2.4494,-6.9326,-46.0089,-0.9282,-2.2446,-1.3155,0.8805,-46.4482
2008/08/20,5.52,4.943,1.2844,-13.615,-34.5198,-71.9371,0.3636,-18.9427,-8.4578,-70.8862,-2.4938,-1.8057,-4.8821,-10.6483,-45.4505,-2.6997,-2.245,-3.9798,-4.0701,-45.8739
2008/08/21,5.38,-2.5362,-2.1818,-18.6082,-36.1047,-72.2109,-2.1818,-20.9985,-10.7795,-71.6245,1.1337,-1.9659,-4.2257,-6.8736,-43.3732,1.0115,-2.2004,-3.0533,-1.0962,-43.4586
2008/08/22,5.51,2.4164,0.1819,-16.7673,-35.5557,-71.2873,0.1819,-19.0895,-8.6236,-70.9389,3.5444,2.0723,-1.5103,-6.6079,-40.5498,4.0794,1.9602,0.5308,-0.5455,-39.6878
2008/08/25,5.54,0.5445,5.9275,-20.9699,-38.3074,-72.9757,0.5445,-18.649,-8.1261,-70.7806,0.205,1.8234,-6.1774,-11.218,-42.806,0.7279,2.0821,-3.2365,-5.5513,-41.2633
2008/08/26,5.26,-5.0542,0.0001,-24.9643,-44.2207,-74.3416,-4.5372,-22.7606,-12.7696,-72.2574,-2.4972,-0.2388,-8.5204,-20.1425,-44.2342,-2.2437,0.7266,-5.4077,-14.8499,-42.5813
2008/08/27,5.03,-4.3726,-8.8767,-28.2453,-46.6597,-75.4635,-8.7114,-26.138,-16.5838,-73.4705,-4.0486,-1.8295,-12.224,-23.128,-46.0472,-4.116,-0.7395,-9.3011,-17.9651,-44.6748
2008/08/28,5.06,0.5964,-5.9479,-27.2988,-46.2275,-75.5083,-8.167,-25.6975,-16.0863,-73.3123,0.2541,-2.6834,-10.196,-20.8556,-45.8644,0.1411,-1.5948,-7.8469,-15.3719,-44.9354
2008/08/29,5.24,3.5573,-4.9002,-23.9477,-44.9002,-73.3063,-4.9002,-23.0543,-13.1012,-72.3629,1.5173,-4.5886,-9.579,-21.8232,-43.1089,1.1422,-4.372,-7.6033,-17.5024,-42.2765
2008/09/01,5.03,-4.0076,-9.2058,-27.1014,-46.2033,-75.1606,-4.0076,-4.0076,-16.5838,-73.4705,-1.0254,-5.7601,-12.1563,-20.5623,-44.2475,-0.5794,-5.6131,-10.3188,-15.8672,-43.0235
2008/09/02,5.17,2.7833,-1.711,-25.0724,-44.706,-74.4692,-1.3358,-1.3358,-14.2621,-72.7321,3.6861,0.2163,-8.9182,-17.018,-42.1922,3.8518,0.2724,-6.8644,-12.2759,-40.8287
2008/09/03,5.13,-0.7737,1.9881,-25.6521,-45.9432,-74.9023,-2.0992,-2.0992,-14.9254,-72.9431,0.4562,4.9213,-8.5027,-18.4069,-41.3416,0.969,5.5902,-5.9618,-13.0143,-39.4437
2008/09/04,5.21,1.5595,2.9645,-21.654,-42.2395,-75.7224,-0.5724,-0.5724,-13.5987,-72.5211,1.5265,6.2528,-5.6804,-14.5311,-43.5647,1.3257,6.8393,-3.487,-8.9926,-42.1918
2008/09/05,4.99,-4.2226,-4.7709,-24.9623,-43.1663,-76.7475,-4.7709,-4.7709,-17.2471,-73.6815,-0.9626,3.6573,-8.3258,-13.5115,-43.9318,-1.2523,4.3099,-7.1039,-8.5809,-42.8845
2008/09/08,4.99,0,-0.7951,-19.516,-41.6374,-75.7768,0,-4.7709,-17.2471,-73.6815,2.7538,7.6152,-2.1569,-9.3373,-40.3618,2.6764,7.7258,-1.9191,-4.2303,-39.6876
2008/09/09,5.03,0.8016,-2.7078,-18.8709,-41.1696,-75.5826,0.8016,-4.0075,-16.5837,-73.4705,0.6908,4.5065,-1.481,-8.711,-39.9497,0.2066,3.9447,-1.7166,-4.0326,-39.5628
2008/09/10,5.2,3.3797,1.3646,-16.1289,-35.9606,-74.7941,4.2084,-0.7633,-13.7645,-72.5739,3.1403,7.2989,1.6129,-8.5204,-37.2386,3.1853,6.2261,1.4141,-4.1861,-36.7592
2008/09/11,5.39,3.6538,3.4549,-8.4889,-30.0908,-72.6674,8.016,2.8627,-10.6136,-71.5718,7.2325,13.3293,8.726,1.6951,-32.7663,7.208,12.3928,8.4998,5.9469,-32.4108
2008/09/12,5.26,-2.4119,5.4107,-6.0714,-29.206,-72.8166,5.4107,0.3817,-12.7695,-72.2574,-2.4444,11.6336,10.9796,0.6772,-32.3889,-2.6805,10.7672,10.4875,5.096,-31.9343
2008/09/16,5.26,0,4.5725,-4.3636,-22.0742,-73.488,0,0.3817,-12.7695,-72.2574,4.6831,12.9494,17.972,12.7368,-29.1081,3.8584,11.8115,17.0023,14.9903,-28.4776
2008/09/17,5.02,-4.5627,-3.4616,-8.7272,-22.7693,-74.9627,-4.5627,-4.1984,-16.7496,-73.5232,-1.7136,7.6338,15.9506,11.8898,-29.6355,-1.0247,7.2495,15.8034,13.803,-28.6331
2008/09/18,4.78,-4.7809,-11.3173,-8.6041,-28.6568,-75.3482,-9.1255,-8.7786,-20.7297,-74.7891,-3.1129,-2.7503,11.838,10.6786,-29.4556,-3.1163,-3.0788,11.517,12.5568,-28.7903
2008/09/19,5.02,5.0209,-4.5627,-4.5626,-21.1932,-74.1504,-4.5627,-4.1984,-16.7496,-73.5233,-4.0512,-4.352,7.8266,4.3955,-32.7908,-3.9519,-4.3449,8.1135,5.4147,-32.428
2008/09/22,5.27,4.9801,0.1901,-4.3557,-14.1694,-72.2632,4.9801,0.5726,-12.6037,-72.2047,-2.5925,-6.8316,2.864,8.6785,-32.3493,-1.4159,-5.6994,4.1926,10.7929,-31.2986
